證券代碼	年月日	開盤價(元)	最高價(元)	最低價(元)	收盤價(元)	成交量(千股)	成交值(千元)	報酬率％	週轉率％	流通在外股數(千股)	市值(百萬元)	最後揭示買價	最後揭示賣價	報酬率-Ln	市值比重％	成交值比重％	成交筆數(筆)	本益比-TSE	本益比-TEJ	股價淨值比-TSE	股價淨值比-TEJ	漲跌停	股價營收比-TEJ	股利殖利率-TSE	現金股利率	股價漲跌(元)	高低價差%	次日開盤參考價	次日漲停價	次日跌停價	注意股票(A)	處置股票(D)	全額交割(Y)	市場別
Y9999 加權指數	20201202	13970.5	13995.7	13894.7	13989.1	8956941	290212212	0.7452	0.9445	720626810	42403084	 	 	0.7424	100	100	2337052	 	22.1954	 	2.0585	 	1.3621	 	2.9088	103.47	0.7274	 	 	 	 	 	 	TSE
Y9999 加權指數	20201203	13988.5	14049.6	13940.1	13977.1	8380406	270571743	-0.0861	0.8487	719873240	42354492	 	 	-0.0862	100	100	2343178	 	22.1754	 	2.0577	 	1.3607	 	2.9114	-12.05	0.7828	 	 	 	 	 	 	TSE
Y9999 加權指數	20201204	14010.2	14149.6	14010.2	14132.4	9326108	290630901	1.1115	0.9563	719873190	42824494	 	 	1.1053	100	100	2448942	 	22.4215	 	2.0805	 	1.3758	 	2.8795	155.35	0.9973	 	 	 	 	 	 	TSE
Y9999 加權指數	20201207	14230	14306.9	14142	14256.6	10622974	335390088	0.8785	1.1396	719621443	43194927	 	 	0.8747	100	100	2855401	 	22.6162	 	2.0986	 	1.3878	 	2.8548	124.16	1.1665	 	 	 	 	 	 	TSE
Y9999 加權指數	20201208	14251.9	14367	14184.6	14360.4	8745552	282631831	0.7281	0.8943	719682340	43512361	 	 	0.7254	100	100	2438671	 	22.7831	 	2.1141	 	1.398	 	2.834	103.8	1.2795	 	 	 	 	 	 	TSE
Y9999 加權指數	20201209	14336.7	14427.4	14336.7	14390.1	8859421	311572078	0.2071	0.8781	719685640	43602659	 	 	0.2069	100	100	2488160	 	22.8304	 	2.1184	 	1.4009	 	2.8281	29.74	0.6317	 	 	 	 	 	 	TSE
Y9999 加權指數	20201210	14295.2	14319.4	14191.9	14249.5	8817637	307510445	-0.9774	0.8834	719689486	43177630	 	 	-0.9822	100	100	2569682	 	22.6059	 	2.0978	 	1.3873	 	2.8559	-140.65	0.8862	 	 	 	 	 	 	TSE
Y9999 加權指數	20201211	14298.6	14353.2	14081.4	14261.7	9039771	323558547	0.0856	0.8944	719689469	43212758	 	 	0.0856	100	100	2560563	 	22.625	 	2.0996	 	1.3885	 	2.8536	12.2	1.9071	 	 	 	 	 	 	TSE
Y9999 加權指數	20201214	14238.9	14270.3	14182.3	14211	7705137	235223161	-0.3551	0.8017	719714469	43063859	 	 	-0.3557	100	100	1994731	 	22.5471	 	2.0923	 	1.3837	 	2.8635	-50.64	0.6177	 	 	 	 	 	 	TSE
Y9999 加權指數	20201215	14206.3	14256.5	14053.4	14068.5	8827642	277699803	-1.003	0.8825	719719268	42631622	 	 	-1.008	100	100	2360342	 	22.321	 	2.0714	 	1.3698	 	2.8925	-142.53	1.4299	 	 	 	 	 	 	TSE
Y9999 加權指數	20201216	14145.2	14339.5	14145.2	14304.5	7048147	252463005	1.6771	0.6792	719724240	43346236	 	 	1.6632	100	100	1990822	 	22.6956	 	2.1061	 	1.3928	 	2.8448	235.94	1.3808	 	 	 	 	 	 	TSE
Y9999 加權指數	20201217	14326.2	14338.4	14213.5	14258.9	6227173	230060953	-0.3183	0.601	719724290	43208469	 	 	-0.3188	100	100	1762100	 	22.6237	 	2.0994	 	1.3884	 	2.8464	-45.53	0.8732	 	 	 	 	 	 	TSE
Y9999 加權指數	20201218	14268.1	14329.1	14245.6	14250	7440315	249304150	-0.0629	0.7948	719724290	43183616	 	 	-0.0629	100	100	2011411	 	22.6109	 	2.0983	 	1.3876	 	2.8481	-8.97	0.5857	 	 	 	 	 	 	TSE
Y9999 加權指數	20201221	14273.8	14385	14166.9	14385	8527792	259328467	0.9474	0.883	719723703	43593913	 	 	0.9429	100	100	2241816	 	22.8258	 	2.1182	 	1.4008	 	2.8213	135	1.5303	 	 	 	 	 	 	TSE
Y9999 加權指數	20201222	14348.1	14411.9	14175.7	14177.5	10869811	292106351	-1.4425	1.1208	719723703	42963893	 	 	-1.453	100	100	2900099	 	22.4953	 	2.0875	 	1.3805	 	2.8626	-207.5	1.6423	 	 	 	 	 	 	TSE
Y9999 加權指數	20201223	14180.7	14247.8	14134.9	14223.1	7727365	221442811	0.3218	0.7736	719804880	43110695	 	 	0.3213	100	100	2060448	 	22.5704	 	2.0945	 	1.3852	 	2.8531	45.63	0.7965	 	 	 	 	 	 	TSE
Y9999 加權指數	20201224	14256.3	14324.4	14256.3	14280.3	7461043	224128612	0.4021	0.7566	717504680	43210295	 	 	0.4013	100	100	2054081	 	22.6154	 	2.1059	 	1.3899	 	2.844	57.19	0.479	 	 	 	 	 	 	TSE
Y9999 加權指數	20201225	14307	14400.8	14297	14331.4	7354213	214088716	0.3581	0.7523	717503037	43367091	 	 	0.3575	100	100	2058078	 	22.6975	 	2.1136	 	1.395	 	2.8337	51.14	0.7273	 	 	 	 	 	 	TSE
Y9999 加權指數	20201228	14363.5	14483.1	14363.5	14483.1	8522466	252198708	1.0582	0.8791	717503041	43827370	 	 	1.0526	100	100	2357628	 	22.939	 	2.136	 	1.4098	 	2.8038	151.65	0.8347	 	 	 	 	 	 	TSE
Y9999 加權指數	20201229	14500.9	14547.1	14435	14472	9485864	287984416	-0.0761	1.0347	717503041	43796129	 	 	-0.0761	100	100	2753819	 	22.9229	 	2.1345	 	1.4088	 	2.8058	-11.02	0.7736	 	 	 	 	 	 	TSE
Y9999 加權指數	20201230	14486	14695.4	14476.7	14687.7	8345169	263723474	1.4901	0.8702	717503687	44449295	 	 	1.4791	100	100	2381186	 	23.2654	 	2.1665	 	1.4299	 	2.7645	215.65	1.5115	 	 	 	 	 	 	TSE
Y9999 加權指數	20201231	14704.5	14760.1	14646.3	14732.5	8098938	260682229	0.3052	0.8253	718170018	44607015	 	 	0.3048	100	100	2235418	 	23.3475	 	2.1741	 	1.4349	 	2.7592	44.83	0.7743	 	 	 	 	 	 	TSE
Y9999 加權指數	20210104	14720.3	14937.1	14720.3	14902	9339297	349548269	1.1505	0.9072	718988529	45168441	 	 	1.1439	100	100	2722333	 	23.626	 	2.1983	 	1.452	 	2.7271	169.5	1.4721	 	 	 	 	 	 	TSE
Y9999 加權指數	20210105	14913.6	15000	14862	15000	9179847	350088920	0.6576	0.8808	719021550	45463512	 	 	0.6555	100	100	2734498	 	23.7807	 	2.2127	 	1.4615	 	2.7094	98	0.9263	 	 	 	 	 	 	TSE
Y9999 加權指數	20210106	15145.9	15197.7	14837	14983.1	11485851	438656275	-0.1127	1.0888	720084921	45472622	 	 	-0.1127	100	100	3414581	 	23.7535	 	2.2101	 	1.4598	 	2.7089	-16.9	2.4045	 	 	 	 	 	 	TSE
Y9999 加權指數	20210107	15059.5	15270.4	15049.9	15214	8827119	342426405	1.5409	0.8232	719357669	46124506	 	 	1.5291	100	100	2510944	 	24.1062	 	2.246	 	1.4834	 	2.6697	230.87	1.4719	 	 	 	 	 	 	TSE
Y9999 加權指數	20210108	15365.1	15464	15275.4	15464	9249546	400844785	1.6429	0.8665	719357669	46880291	 	 	1.6295	100	100	2700784	 	24.5024	 	2.2829	 	1.5078	 	2.6266	249.95	1.2395	 	 	 	 	 	 	TSE
Y9999 加權指數	20210111	15425.6	15557.3	15395.7	15557.3	8217768	329774888	0.6037	0.7497	719357817	47164137	 	 	0.6018	100	100	2344426	 	24.6513	 	2.2968	 	1.5169	 	2.6108	93.35	1.0448	 	 	 	 	 	 	TSE
Y9999 加權指數	20210112	15549.5	15642	15421.2	15500.7	9394475	374381456	-0.3638	0.8947	719225807	46985745	 	 	-0.3645	100	100	2835522	 	24.5479	 	2.2884	 	1.5117	 	2.6207	-56.6	1.4193	 	 	 	 	 	 	TSE
Y9999 加權指數	20210113	15550.2	15778.5	15550.2	15770	9111050	379965683	1.7372	0.8472	719279152	47796920	 	 	1.7223	100	100	2526090	 	24.9718	 	2.3279	 	1.5378	 	2.5763	269.28	1.4732	 	 	 	 	 	 	TSE
Y9999 加權指數	20210114	15651.2	15760.2	15621	15707.2	9186986	402059904	-0.3982	0.7817	719279152	47610455	 	 	-0.399	100	100	2691974	 	24.8732	 	2.3187	 	1.5317	 	2.5864	-62.79	0.8826	 	 	 	 	 	 	TSE
Y9999 加權指數	20210115	15987.2	16041.6	15615.1	15616.4	10457222	443575267	-0.5781	0.899	719279035	47330610	 	 	-0.5798	100	100	3032820	 	24.7283	 	2.3052	 	1.5228	 	2.6017	-90.8	2.7152	 	 	 	 	 	 	TSE
Y9999 加權指數	20210118	15676.5	15676.5	15321	15612	8298960	318810538	-0.0281	0.7605	719293878	47318911	 	 	-0.0281	100	100	2421046	 	24.7218	 	2.3046	 	1.5224	 	2.6023	-4.39	2.2763	 	 	 	 	 	 	TSE
Y9999 加權指數	20210119	15716.6	15928.1	15716.6	15877.4	8347997	322322357	1.6998	0.7742	719354193	48122268	 	 	1.6855	100	100	2433872	 	25.139	 	2.3435	 	1.5482	 	2.559	265.37	1.3547	 	 	 	 	 	 	TSE
Y9999 加權指數	20210120	15934.9	16004.3	15745.5	15806.2	10566225	428679270	-0.4484	1.0255	719342348	47905369	 	 	-0.4494	100	100	3287725	 	25.0261	 	2.333	 	1.5412	 	2.5706	-71.19	1.6302	 	 	 	 	 	 	TSE
Y9999 加權指數	20210121	15775.7	16238.5	15775.7	16153.8	8832867	363550314	2.1991	0.7377	719345888	48956977	 	 	2.1752	100	100	2461579	 	25.5773	 	2.3844	 	1.5752	 	2.5154	347.59	2.9275	 	 	 	 	 	 	TSE
Y9999 加權指數	20210122	15984.9	16138	15973	16019	8253605	413429872	-0.8341	0.7057	719345888	48553299	 	 	-0.8376	100	100	2586760	 	25.3666	 	2.3646	 	1.562	 	2.5363	-134.74	1.0216	 	 	 	 	 	 	TSE
Y9999 加權指數	20210125	16006.2	16015	15772.6	15946.5	8013173	358829285	-0.4525	0.6559	719363507	48338912	 	 	-0.4536	100	100	2361937	 	25.2547	 	2.3541	 	1.5552	 	2.5476	-72.49	1.5128	 	 	 	 	 	 	TSE
Y9999 加權指數	20210126	15955.2	16023.9	15589.2	15658.9	7841595	365832511	-1.8041	0.6347	719363392	47467413	 	 	-1.8206	100	100	2417483	 	24.7983	 	2.3116	 	1.527	 	2.5943	-287.69	2.7257	 	 	 	 	 	 	TSE
Y9999 加權指數	20210127	15711.8	15837.5	15642.1	15701.5	6917641	311387553	0.2721	0.6273	719594007	47602876	 	 	0.2717	100	100	1997428	 	24.8689	 	2.3182	 	1.5314	 	2.587	42.6	1.2475	 	 	 	 	 	 	TSE
Y9999 加權指數	20210128	15519.9	15557	15367.5	15415.9	8684236	368884075	-1.8187	0.7202	719371659	46737207	 	 	-1.8355	100	100	2526422	 	24.4138	 	2.2763	 	1.5037	 	2.6349	-285.57	1.2073	 	 	 	 	 	 	TSE
Y9999 加權指數	20210129	15544.4	15603.4	15138.3	15138.3	8619701	362938171	-1.8005	0.7774	719624445	45906547	 	 	-1.817	100	100	2500011	 	23.9795	 	2.2358	 	1.4769	 	2.6829	-277.57	3.017	 	 	 	 	 	 	TSE
Y9999 加權指數	20210201	15176.6	15430	15090	15410.1	7557427	277685216	1.7953	0.616	720460101	46789322	 	 	1.7794	100	100	1922000	 	24.4043	 	2.2749	 	1.5045	 	2.6336	271.78	2.2461	 	 	 	 	 	 	TSE
Y9999 加權指數	20210202	15546.7	15838.2	15546.7	15760	8036152	311787261	2.271	0.6942	720467101	47852847	 	 	2.2456	100	100	2005926	 	24.9604	 	2.3268	 	1.5388	 	2.575	349.96	1.8914	 	 	 	 	 	 	TSE
Y9999 加權指數	20210203	15828.6	15896.4	15741.2	15771.3	7809582	293891653	0.0715	0.7266	720472101	47887789	 	 	0.0715	100	100	1903186	 	24.9779	 	2.3285	 	1.5399	 	2.5735	11.27	0.985	 	 	 	 	 	 	TSE
Y9999 加權指數	20210204	15697.8	15801.4	15606.7	15706.2	6713485	256296570	-0.4128	0.588	720472694	47692007	 	 	-0.4136	100	100	1710167	 	24.8757	 	2.3189	 	1.5336	 	2.5841	-65.1	1.2341	 	 	 	 	 	 	TSE
Y9999 加權指數	20210205	15805.8	15938.1	15774.3	15802.4	6946810	286964083	0.6124	0.604	720472694	47983368	 	 	0.6105	100	100	1838393	 	25.0275	 	2.3331	 	1.5429	 	2.5685	96.18	1.0426	 	 	 	 	 	 	TSE
Y9999 加權指數	20210217	16197.5	16406.8	16197.5	16362.3	9219556	423079878	3.5431	0.8172	720569357	49683598	 	 	3.4817	100	100	2555847	 	25.9146	 	2.4158	 	1.5976	 	2.4888	559.89	1.3247	 	 	 	 	 	 	TSE
Y9999 加權指數	20210218	16366.2	16517.7	16323.2	16424.5	9049755	368998974	0.3803	0.8099	720570499	49876013	 	 	0.3795	100	100	2540461	 	26.0143	 	2.4251	 	1.6038	 	2.4792	62.22	1.1888	 	 	 	 	 	 	TSE
Y9999 加權指數	20210219	16376.9	16382.7	16211.3	16341.4	8835553	353140503	-0.5061	0.7778	720570554	49625199	 	 	-0.5074	100	100	2496221	 	25.8809	 	2.4126	 	1.5956	 	2.4924	-83.13	1.0439	 	 	 	 	 	 	TSE
Y9999 加權指數	20210222	16445.9	16579.2	16410.2	16410.2	9631555	357715249	0.4209	0.8916	720570554	49838532	 	 	0.42	100	100	2700305	 	25.9917	 	2.423	 	1.6024	 	2.4857	68.78	1.0342	 	 	 	 	 	 	TSE
Y9999 加權指數	20210223	16320.9	16467.8	16211.8	16443.4	9751868	373301829	0.2026	0.9091	720572220	49941534	 	 	0.2024	100	100	2849305	 	26.0467	 	2.4281	 	1.6058	 	2.4827	33.24	1.56	 	 	 	 	 	 	TSE
Y9999 加權指數	20210224	16329.5	16456.9	16212.5	16212.5	10053872	403089819	-1.404	0.9312	720576579	49242001	 	 	-1.414	100	100	2937828	 	25.6805	 	2.394	 	1.5832	 	2.5446	-230.87	1.4864	 	 	 	 	 	 	TSE
Y9999 加權指數	20210225	16376.8	16474	16322.3	16452.2	9928163	355681379	1.4782	0.97	720590334	49970220	 	 	1.4674	100	100	2602609	 	26.0598	 	2.4293	 	1.6066	 	2.5315	239.65	0.9362	 	 	 	 	 	 	TSE
Y9999 加權指數	20210226	16190	16190	15953.8	15953.8	11254308	452935541	-3.0293	1.0702	721261134	48476876	 	 	-3.0761	100	100	3062262	 	25.2785	 	2.3565	 	1.5584	 	2.6127	-498.38	1.4359	 	 	 	 	 	 	TSE
Y9999 加權指數	20210302	16127.9	16262.9	15946.9	15946.9	9174901	340853023	-0.0434	0.8821	722012630	48486750	 	 	-0.0434	100	100	2570771	 	25.2091	 	2.3545	 	1.5572	 	2.6157	-6.92	1.9809	 	 	 	 	 	 	TSE
Y9999 加權指數	20210303	15992.3	16211.7	15884.5	16211.7	8339162	320119676	1.6608	0.784	722028647	49292375	 	 	1.6472	100	100	2292997	 	25.6288	 	2.3936	 	1.5831	 	2.5736	264.85	2.0517	 	 	 	 	 	 	TSE
Y9999 加權指數	20210304	16091.8	16091.8	15841	15906.4	8968387	335417162	-1.8833	0.812	722028647	48364792	 	 	-1.9013	100	100	2606549	 	25.1449	 	2.3484	 	1.5532	 	2.6226	-305.32	1.5468	 	 	 	 	 	 	TSE
Y9999 加權指數	20210305	15759.6	15934.4	15636.4	15855.2	7802008	309550938	-0.3218	0.656	722019288	48209271	 	 	-0.3223	100	100	2245938	 	25.0638	 	2.3409	 	1.5482	 	2.6378	-51.18	1.8735	 	 	 	 	 	 	TSE
Y9999 加權指數	20210308	15943.4	16075	15816.5	15820.1	7904447	291178091	-0.2215	0.6758	722019322	48103271	 	 	-0.2217	100	100	2185184	 	25.0094	 	2.3357	 	1.5448	 	2.6508	-35.12	1.6302	 	 	 	 	 	 	TSE
Y9999 加權指數	20210309	15715.1	15864.3	15657.9	15853.1	8542385	328450235	0.2085	0.7599	722019322	48204855	 	 	0.2083	100	100	2414064	 	25.0624	 	2.3407	 	1.5481	 	2.6457	32.98	1.3043	 	 	 	 	 	 	TSE
Y9999 加權指數	20210310	15921.5	15986.1	15857.3	15911.7	6953802	263489868	0.3695	0.605	722082341	48384757	 	 	0.3688	100	100	1982555	 	25.1143	 	2.3495	 	1.5539	 	2.6387	58.58	0.8121	 	 	 	 	 	 	TSE
Y9999 加權指數	20210311	15947.2	16216.2	15947.2	16179.6	8174238	330053529	1.6836	0.712	722082341	49197468	 	 	1.6696	100	100	2281332	 	25.5365	 	2.389	 	1.5801	 	2.5503	267.89	1.6906	 	 	 	 	 	 	TSE
Y9999 加權指數	20210312	16241.5	16298	16166.4	16255.2	7700933	302624117	0.4674	0.6852	722083497	49428079	 	 	0.4663	100	100	2178694	 	25.6575	 	2.4004	 	1.5876	 	2.5212	75.62	0.8139	 	 	 	 	 	 	TSE
Y9999 加權指數	20210315	16256.6	16281.9	16194.9	16249.3	7038780	267894529	-0.036	0.6523	722082830	49412610	 	 	-0.036	100	100	2085204	 	25.6505	 	2.3996	 	1.5871	 	2.5316	-5.85	0.5352	 	 	 	 	 	 	TSE
Y9999 加權指數	20210316	16253.9	16340.7	16245	16313.2	7954820	298899115	0.3928	0.7028	722082667	49604451	 	 	0.392	100	100	2316778	 	25.7482	 	2.4088	 	1.5931	 	2.5329	63.83	0.5888	 	 	 	 	 	 	TSE
Y9999 加權指數	20210317	16313	16349.2	16166.4	16215.8	7897003	316838190	-0.5967	0.6856	722083091	49310951	 	 	-0.5985	100	100	2407636	 	25.5941	 	2.3943	 	1.5836	 	2.5488	-97.34	1.1209	 	 	 	 	 	 	TSE
Y9999 加權指數	20210318	16264.6	16410	16264.6	16287.8	8959526	328484029	0.4441	0.7936	721642523	49525230	 	 	0.4432	100	100	2507031	 	25.694	 	2.4055	 	1.5909	 	2.5465	72.02	0.8967	 	 	 	 	 	 	TSE
Y9999 加權指數	20210319	16186.5	16186.5	16022.2	16070.2	10369745	397199621	-1.336	0.9458	721540335	48867274	 	 	-1.345	100	100	2831771	 	25.3535	 	2.3737	 	1.5697	 	2.5977	-217.6	1.0087	 	 	 	 	 	 	TSE
Y9999 加權指數	20210322	16065.5	16235.6	15983.8	16189.2	9984003	336522529	0.7404	0.9884	721509272	49231973	 	 	0.7376	100	100	2805114	 	25.533	 	2.3917	 	1.5818	 	2.6154	118.98	1.5672	 	 	 	 	 	 	TSE
Y9999 加權指數	20210323	16250.2	16351.4	16166.3	16177.6	10466622	352901241	-0.0718	1.0289	721568525	49193786	 	 	-0.0719	100	100	2946639	 	25.5134	 	2.3899	 	1.5806	 	2.6499	-11.63	1.1433	 	 	 	 	 	 	TSE
Y9999 加權指數	20210324	15995	16125.5	15968	16032.1	8650496	325340589	-0.8992	0.7828	721607034	48758727	 	 	-0.9033	100	100	2578309	 	25.2823	 	2.3686	 	1.5664	 	2.6759	-145.47	0.9741	 	 	 	 	 	 	TSE
Y9999 加權指數	20210325	16010.5	16146.6	15945	16060.1	9028784	324648582	0.1748	0.8344	721605849	48841036	 	 	0.1746	100	100	2569737	 	25.3246	 	2.3725	 	1.569	 	2.6933	28.02	1.2576	 	 	 	 	 	 	TSE
Y9999 加權指數	20210326	16140.4	16325.6	16140.4	16305.9	8573575	300921862	1.5301	0.7545	721605948	49587569	 	 	1.5185	100	100	2303350	 	25.7112	 	2.4089	 	1.5931	 	2.6799	245.74	1.1535	 	 	 	 	 	 	TSE
Y9999 加權指數	20210329	16411.7	16520.9	16411.7	16476	10452660	328728371	1.0431	0.9655	721617044	50105833	 	 	1.0377	100	100	2707090	 	25.9802	 	2.4341	 	1.6097	 	2.6509	170.09	0.6698	 	 	 	 	 	 	TSE
Y9999 加權指數	20210330	16490.3	16556.2	16438.4	16554.9	9057751	315388510	0.4791	0.8177	721617044	50345764	 	 	0.4779	100	100	2464026	 	26.1044	 	2.4458	 	1.6175	 	2.6511	78.93	0.7149	 	 	 	 	 	 	TSE
Y9999 加權指數	20210331	16529.2	16550.2	16427.2	16431.1	9159869	339531223	-0.7476	0.8183	722052643	49990434	 	 	-0.7504	100	100	2636434	 	25.9163	 	2.4284	 	1.606	 	2.6711	-123.77	0.743	 	 	 	 	 	 	TSE
Y9999 加權指數	20210401	16538.3	16602.5	16496.2	16571.3	8890669	326757079	0.853	0.792	722239588	50419161	 	 	0.8493	100	100	2580200	 	26.1482	 	2.449	 	1.6197	 	2.6486	140.15	0.647	 	 	 	 	 	 	TSE
Y9999 加權指數	20210406	16711.8	16804.5	16711.8	16739.9	9782619	339918097	1.0174	0.8319	722229588	50934645	 	 	1.0122	100	100	2712836	 	26.4172	 	2.4742	 	1.6364	 	2.6218	168.59	0.5592	 	 	 	 	 	 	TSE
Y9999 加權指數	20210407	16771.3	16816.3	16715.3	16815.4	10076230	345372605	0.451	0.9342	721619059	51164874	 	 	0.4499	100	100	2891206	 	26.5274	 	2.4876	 	1.6437	 	2.6102	75.49	0.6035	 	 	 	 	 	 	TSE
Y9999 加權指數	20210408	16786.6	16926.7	16735.8	16926.4	11433061	389754113	0.6606	1.0328	721257216	51497764	 	 	0.6584	100	100	3171237	 	26.7063	 	2.504	 	1.6545	 	2.5935	111.08	1.1355	 	 	 	 	 	 	TSE
Y9999 加權指數	20210409	16974.3	17016.1	16815.6	16854.1	12470868	448356490	-0.4274	1.2164	721260612	51273755	 	 	-0.4283	100	100	3553639	 	26.5957	 	2.4932	 	1.6474	 	2.605	-72.34	1.1848	 	 	 	 	 	 	TSE
Y9999 加權指數	20210412	16908.5	16979.3	16793.5	16859.7	12726711	428229811	0.0332	1.265	721260612	51296030	 	 	0.0332	100	100	3530332	 	26.6087	 	2.4944	 	1.6483	 	2.6039	5.6	1.1025	 	 	 	 	 	 	TSE
Y9999 加權指數	20210413	16872.4	17041.4	16802.2	16824.9	14488230	470716374	-0.2064	1.4515	721260612	51187300	 	 	-0.2066	100	100	4050865	 	26.5543	 	2.4892	 	1.6448	 	2.609	-34.79	1.4185	 	 	 	 	 	 	TSE
Y9999 加權指數	20210414	16869.8	16935.4	16559.6	16866	14502431	490959159	0.244	1.4221	721260612	51311255	 	 	0.2437	100	100	4071295	 	26.6204	 	2.4954	 	1.6489	 	2.6011	41.06	2.2337	 	 	 	 	 	 	TSE
Y9999 加權指數	20210415	16851.1	17076.7	16851.1	17076.7	10863449	366618182	1.2496	0.9806	721270380	51951112	 	 	1.2419	100	100	2902704	 	26.9538	 	2.5267	 	1.6696	 	2.5691	210.76	1.338	 	 	 	 	 	 	TSE
Y9999 加權指數	20210416	17028.3	17158.8	16998.9	17158.8	12256445	429729126	0.4807	1.1044	721272908	52206309	 	 	0.4795	100	100	3391543	 	27.0876	 	2.5392	 	1.6779	 	2.5617	82.08	0.9364	 	 	 	 	 	 	TSE
Y9999 加權指數	20210419	17141.3	17294.2	17135.5	17263.3	14601043	452050284	0.6088	1.4225	721272908	52530615	 	 	0.607	100	100	4003573	 	27.2571	 	2.5551	 	1.6884	 	2.5464	104.47	0.9245	 	 	 	 	 	 	TSE
Y9999 加權指數	20210420	17231.6	17323.9	17175	17323.9	13070597	445059600	0.351	1.2767	721276817	52718307	 	 	0.3504	100	100	3871301	 	27.3533	 	2.5641	 	1.6943	 	2.5468	60.59	0.8622	 	 	 	 	 	 	TSE
Y9999 加權指數	20210421	17282.8	17282.8	17167.4	17202.1	13297873	445082328	-0.7028	1.3116	721294334	52358909	 	 	-0.7053	100	100	3880135	 	27.167	 	2.5466	 	1.6828	 	2.5644	-121.76	0.666	 	 	 	 	 	 	TSE
Y9999 加權指數	20210422	17302.7	17428.2	17066.2	17097	19621534	652388354	-0.6112	2.0876	721344334	52036735	 	 	-0.6131	100	100	5713628	 	27.0012	 	2.5311	 	1.6725	 	2.584	-105.14	2.1043	 	 	 	 	 	 	TSE
Y9999 加權指數	20210423	17117.5	17300.3	17055.5	17300.3	13214846	458836896	1.1891	1.2989	721374334	52654655	 	 	1.1821	100	100	3762677	 	27.3231	 	2.5613	 	1.6925	 	2.5566	203.3	1.4318	 	 	 	 	 	 	TSE
Y9999 加權指數	20210426	17378.4	17572.3	17378.4	17572.3	13747195	473306158	1.5723	1.2966	721374334	53488204	 	 	1.5601	100	100	3705890	 	27.7574	 	2.602	 	1.7194	 	2.5156	272.02	1.121	 	 	 	 	 	 	TSE
Y9999 加權指數	20210427	17586	17630.2	17489.7	17595.9	13557800	500589184	0.1344	1.3484	721379051	53567663	 	 	0.1343	100	100	3931212	 	27.7985	 	2.6058	 	1.7219	 	2.511	23.61	0.7994	 	 	 	 	 	 	TSE
Y9999 加權指數	20210428	17610.7	17628.8	17497.7	17567.5	14504677	511159458	-0.1612	1.4654	721378927	53486476	 	 	-0.1614	100	100	4080763	 	27.7565	 	2.6019	 	1.7193	 	2.6057	-28.37	0.7449	 	 	 	 	 	 	TSE
Y9999 加權指數	20210429	17646.9	17709.2	17548.3	17566.7	15169267	548020576	-0.005	1.5308	721759992	53503991	 	 	-0.005	100	100	4351665	 	27.7658	 	2.6028	 	1.7199	 	2.6201	-0.87	0.9161	 	 	 	 	 	 	TSE
Y9999 加權指數	20210503	17505.5	17546.9	17222.3	17222.3	15458829	597794883	-1.96	1.5362	722263024	52526264	 	 	-1.9795	100	100	4663743	 	27.2278	 	2.5523	 	1.6865	 	2.6706	-344.31	1.8478	 	 	 	 	 	 	TSE
Y9999 加權指數	20210504	17249.6	17328.5	16647.6	16933.8	17675985	672307299	-1.6756	1.8044	722438563	51638501	 	 	-1.6898	100	100	5243404	 	26.7851	 	2.5089	 	1.658	 	2.7144	-288.57	3.9538	 	 	 	 	 	 	TSE
Y9999 加權指數	20210505	16968.8	17052.2	16843.4	16843.4	12120844	464336586	-0.5335	1.1795	722444138	51374805	 	 	-0.5349	100	100	3542122	 	26.6469	 	2.496	 	1.6495	 	2.7293	-90.34	1.2328	 	 	 	 	 	 	TSE
Y9999 加權指數	20210506	16925.5	17088.7	16764.7	16994.4	12771639	495957527	0.896	1.2605	722444028	51829050	 	 	0.892	100	100	3691040	 	26.8822	 	2.518	 	1.664	 	2.7045	150.92	1.9237	 	 	 	 	 	 	TSE
Y9999 加權指數	20210507	17032.2	17285	17032.2	17285	12162298	459107262	1.7102	1.1663	722444028	52723828	 	 	1.6958	100	100	3407013	 	27.3451	 	2.5614	 	1.6927	 	2.6595	290.64	1.4874	 	 	 	 	 	 	TSE
Y9999 加權指數	20210510	17274.2	17304.5	17188.2	17235.6	12944671	501395823	-0.2857	1.2777	722444022	52586542	 	 	-0.2861	100	100	3707715	 	27.2754	 	2.5548	 	1.6884	 	2.6667	-49.39	0.673	 	 	 	 	 	 	TSE
Y9999 加權指數	20210511	17137.2	17137.2	16460.9	16583.1	17856079	725085815	-3.7857	1.7959	722480928	50597880	 	 	-3.8592	100	100	5713827	 	26.2483	 	2.4584	 	1.6246	 	2.7789	-652.48	3.924	 	 	 	 	 	 	TSE
Y9999 加權指數	20210512	16515.9	16552.6	15165.3	15902.4	20092847	782825325	-4.1051	1.9355	722480675	48511029	 	 	-4.1918	100	100	5883455	 	25.1648	 	2.3569	 	1.5576	 	2.9004	-680.76	8.3661	 	 	 	 	 	 	TSE
Y9999 加權指數	20210513	15668.3	16031.9	15368.5	15670.1	14638813	574583620	-1.4606	1.475	722569893	47798774	 	 	-1.4714	100	100	4370592	 	24.7904	 	2.322	 	1.5345	 	2.9441	-232.27	4.1716	 	 	 	 	 	 	TSE
Y9999 加權指數	20210514	15819.2	16075.5	15702.1	15827.1	12850841	516172195	1.0018	1.3172	722569813	48270554	 	 	0.9969	100	100	3883135	 	25.0348	 	2.3449	 	1.5496	 	2.915	156.99	2.3828	 	 	 	 	 	 	TSE
