證券代碼	年月日	開盤價(元)	最高價(元)	最低價(元)	收盤價(元)	成交量(千股)	成交值(千元)	報酬率％	週轉率％	流通在外股數(千股)	市值(百萬元)	最後揭示買價	最後揭示賣價	報酬率-Ln	市值比重％	成交值比重％	成交筆數(筆)	本益比-TSE	本益比-TEJ	股價淨值比-TSE	股價淨值比-TEJ	漲跌停	股價營收比-TEJ	股利殖利率-TSE	現金股利率	股價漲跌(元)	高低價差%	次日開盤參考價	次日漲停價	次日跌停價	注意股票(A)	處置股票(D)	全額交割(Y)	市場別
Y9999 加權指數	20220216	18109.2	18233.8	18109.2	18231.5	6435603	272632973	1.5578	0.5227	736583667	56191022	 	 	1.5458	100	100	2388995	 	15.7267	 	2.3948	 	1.554	 	2.5395	279.66	0.6942	 	 	 	 	 	 	TSE
Y9999 加權指數	20220217	18213.3	18330.6	18190.2	18268.6	7855456	309159952	0.2035	0.699	736583667	56306693	 	 	0.2033	100	100	2591756	 	15.7588	 	2.3997	 	1.5572	 	2.5343	37.1	0.77	 	 	 	 	 	 	TSE
Y9999 加權指數	20220218	18250.4	18263	18098.5	18232.3	7574375	306718213	-0.1983	0.6656	736583668	56195822	 	 	-0.1985	100	100	2490161	 	15.7277	 	2.395	 	1.5541	 	2.5396	-36.22	0.9001	 	 	 	 	 	 	TSE
Y9999 加權指數	20220221	18196.4	18253.1	18129.7	18221.5	7499386	297586639	-0.0596	0.6175	736589736	56161151	 	 	-0.0596	100	100	2554948	 	15.7202	 	2.3938	 	1.5533	 	2.5405	-10.86	0.6771	 	 	 	 	 	 	TSE
Y9999 加權指數	20220222	18159.5	18159.5	17840.4	17969.3	8553650	342849518	-1.3841	0.6922	736577270	55384133	 	 	-1.3937	100	100	3140001	 	15.5058	 	2.3612	 	1.5322	 	2.5901	-252.2	1.7514	 	 	 	 	 	 	TSE
Y9999 加權指數	20220223	17954.8	18109.3	17954.8	18055.7	6080359	272941985	0.481	0.507	737057427	55655672	 	 	0.4799	100	100	2171066	 	15.5806	 	2.3726	 	1.5395	 	2.5885	86.44	0.86	 	 	 	 	 	 	TSE
Y9999 加權指數	20220224	17939.5	17939.5	17561.1	17594.5	10101872	443017036	-2.5542	0.8208	737110998	54236359	 	 	-2.5874	100	100	3740597	 	15.1864	 	2.3126	 	1.5006	 	2.7367	-461.18	2.0961	 	 	 	 	 	 	TSE
Y9999 加權指數	20220225	17617.4	17737.3	17555	17652.2	8104034	395177961	0.3275	0.6937	737227044	54424591	 	 	0.327	100	100	2954069	 	15.2407	 	2.3208	 	1.506	 	2.838	57.63	1.0364	 	 	 	 	 	 	TSE
Y9999 加權指數	20220301	17657.5	17944.5	17657.5	17898.3	7643059	364567991	1.394	0.6267	737477734	55299630	 	 	1.3844	100	100	2272984	 	15.4506	 	2.3528	 	1.5268	 	2.8009	246.07	1.6259	 	 	 	 	 	 	TSE
Y9999 加權指數	20220302	17864.1	17919	17784.6	17867.6	6878544	297410694	-0.1712	0.5512	737423521	55196716	 	 	-0.1714	100	100	2173922	 	15.422	 	2.3484	 	1.5239	 	2.8066	-30.65	0.7506	 	 	 	 	 	 	TSE
Y9999 加權指數	20220303	17932.2	18026	17906.2	17934.4	6753791	327993673	0.3739	0.5491	737373521	55394692	 	 	0.3732	100	100	2225697	 	15.4786	 	2.3574	 	1.5296	 	2.803	66.8	0.6704	 	 	 	 	 	 	TSE
Y9999 加權指數	20220304	17845	17845	17710.5	17736.5	7549139	398034883	-1.1034	0.6059	737373521	54784434	 	 	-1.1095	100	100	2815257	 	15.3096	 	2.3317	 	1.5129	 	2.8382	-197.88	0.7498	 	 	 	 	 	 	TSE
Y9999 加權指數	20220307	17581.6	17581.6	17135.7	17178.7	10072752	470112276	-3.1451	0.7997	737373195	53061547	 	 	-3.1956	100	100	3912443	 	14.8306	 	2.2587	 	1.4656	 	2.9498	-557.83	2.514	 	 	 	 	 	 	TSE
Y9999 加權指數	20220308	17000	17113.7	16764.8	16825.3	9902592	454207209	-2.0574	0.8075	737499497	51993401	 	 	-2.0789	100	100	3863654	 	14.5257	 	2.2129	 	1.4359	 	3.0924	-353.44	2.0309	 	 	 	 	 	 	TSE
Y9999 加權指數	20220309	16944.1	17072.7	16944.1	17015.4	6970530	322828838	1.1299	0.5426	737479697	52580099	 	 	1.1236	100	100	2495129	 	14.6901	 	2.238	 	1.4522	 	3.0947	190.11	0.7647	 	 	 	 	 	 	TSE
Y9999 加權指數	20220310	17224.7	17478.4	17224.7	17433.2	8032678	357185542	2.4557	0.6143	737479637	53870165	 	 	2.426	100	100	2562973	 	15.0475	 	2.2924	 	1.4875	 	3.1119	417.84	1.491	 	 	 	 	 	 	TSE
Y9999 加權指數	20220311	17373.8	17373.9	17239.9	17264.7	5959633	268676922	-0.9663	0.4261	737476349	53349851	 	 	-0.971	100	100	2145278	 	14.9063	 	2.2709	 	1.4735	 	3.2228	-168.46	0.7686	 	 	 	 	 	 	TSE
Y9999 加權指數	20220314	17287.9	17363	17217.6	17263	6380283	295329764	-0.0098	0.4705	737541669	53345460	 	 	-0.0098	100	100	2017767	 	14.9056	 	2.2708	 	1.4735	 	3.368	-1.7	0.8425	 	 	 	 	 	 	TSE
Y9999 加權指數	20220315	17177.3	17177.3	16912	16926.1	7725450	381850659	-1.952	0.5701	737541518	52305375	 	 	-1.9713	100	100	2842205	 	14.6186	 	2.227	 	1.4451	 	3.6679	-336.98	1.5369	 	 	 	 	 	 	TSE
Y9999 加權指數	20220316	17007.6	17085.8	16808.4	16940.8	8125398	406701564	0.0873	0.6651	737547391	52351669	 	 	0.0872	100	100	2730449	 	14.629	 	2.2286	 	1.4461	 	3.8173	14.77	1.6385	 	 	 	 	 	 	TSE
Y9999 加權指數	20220317	17172.8	17473	17172.8	17448.2	9772206	407797991	2.9951	0.6866	737547326	53918394	 	 	2.9511	100	100	2606666	 	15.0666	 	2.2953	 	1.4894	 	3.7236	507.39	1.7717	 	 	 	 	 	 	TSE
Y9999 加權指數	20220318	17439.9	17472.4	17359.5	17456.5	7994590	368381760	0.0476	0.6856	737547326	53946604	 	 	0.0476	100	100	2224858	 	15.0713	 	2.2961	 	1.4899	 	3.7348	8.3	0.6469	 	 	 	 	 	 	TSE
Y9999 加權指數	20220321	17504	17604	17504	17560.4	6555265	268610282	0.5948	0.5069	737546816	54264995	 	 	0.5931	100	100	2092532	 	15.1593	 	2.3095	 	1.4986	 	3.7227	103.84	0.5731	 	 	 	 	 	 	TSE
Y9999 加權指數	20220322	17512.4	17573.3	17468.5	17559.7	5875045	239464691	-0.0037	0.4715	737546816	54263050	 	 	-0.0037	100	100	1938624	 	15.159	 	2.3094	 	1.4986	 	3.7342	-0.65	0.5965	 	 	 	 	 	 	TSE
Y9999 加權指數	20220323	17581.6	17738.7	17581.6	17731.4	6846491	287775292	0.9776	0.5398	737547091	54792247	 	 	0.9728	100	100	2201734	 	15.307	 	2.3323	 	1.5136	 	3.7349	171.66	0.8945	 	 	 	 	 	 	TSE
Y9999 加權指數	20220324	17711.2	17711.2	17603.2	17699.1	6502369	266226282	-0.1822	0.5304	737546851	54692207	 	 	-0.1824	100	100	2272847	 	15.2799	 	2.3278	 	1.5105	 	3.7449	-32.31	0.6088	 	 	 	 	 	 	TSE
Y9999 加權指數	20220325	17695.8	17747.1	17633.9	17677	6656846	291511554	-0.1249	0.5303	737549468	54623522	 	 	-0.125	100	100	2316801	 	15.2611	 	2.325	 	1.5086	 	3.7747	-22.11	0.64	 	 	 	 	 	 	TSE
Y9999 加權指數	20220328	17510.2	17527.2	17368.7	17520	5889262	238643286	-0.8878	0.4386	737495168	54139234	 	 	-0.8918	100	100	2072545	 	15.125	 	2.3042	 	1.4952	 	3.8256	-156.94	0.8966	 	 	 	 	 	 	TSE
Y9999 加權指數	20220329	17568.3	17585.9	17493	17548.7	6005532	259259976	0.1635	0.4774	737495182	54228449	 	 	0.1634	100	100	2115127	 	15.149	 	2.3079	 	1.4976	 	3.8272	28.65	0.5303	 	 	 	 	 	 	TSE
Y9999 加權指數	20220330	17572.9	17770.1	17572.9	17740.6	6770950	307936925	1.0935	0.522	737497552	54821761	 	 	1.0876	100	100	2248705	 	15.3169	 	2.3335	 	1.5141	 	3.7908	191.9	1.1236	 	 	 	 	 	 	TSE
Y9999 加權指數	20220331	17754.1	17767.8	17682.5	17693.5	5658103	231557562	-0.2654	0.4686	737636521	54682379	 	 	-0.2658	100	100	1855628	 	15.2788	 	2.3277	 	1.5104	 	3.8234	-47.09	0.4807	 	 	 	 	 	 	TSE
Y9999 加權指數	20220401	17657.8	17657.8	17465.6	17625.6	5719024	234596248	-0.3836	0.4663	737636521	54472344	 	 	-0.3844	100	100	1890638	 	15.2202	 	2.3187	 	1.5045	 	3.839	-67.88	1.086	 	 	 	 	 	 	TSE
Y9999 加權指數	20220406	17484.2	17529	17381.1	17522.5	6830996	268247294	-0.5849	0.5833	737636521	54155612	 	 	-0.5866	100	100	2288943	 	15.1312	 	2.3051	 	1.4958	 	3.873	-103.09	0.8392	 	 	 	 	 	 	TSE
Y9999 加權指數	20220407	17430.1	17438.6	17178.6	17178.6	8062131	322049901	-1.9624	0.6664	737558341	53092728	 	 	-1.982	100	100	3040778	 	14.8328	 	2.2598	 	1.4664	 	3.9564	-343.87	1.4836	 	 	 	 	 	 	TSE
Y9999 加權指數	20220408	17210.4	17316.7	17210.4	17284.5	6150051	251705818	0.6165	0.4853	737559354	53419837	 	 	0.6146	100	100	2126491	 	14.9293	 	2.2741	 	1.4756	 	3.9344	105.91	0.6187	 	 	 	 	 	 	TSE
Y9999 加權指數	20220411	17273	17316.3	17046.7	17048.4	7826059	305785221	-1.3664	0.6271	737565938	52691012	 	 	-1.3758	100	100	2942559	 	14.7295	 	2.2435	 	1.4558	 	3.9622	-236.17	1.5602	 	 	 	 	 	 	TSE
Y9999 加權指數	20220412	17005.8	17100.8	16905.1	16990.9	6923672	280224193	-0.337	0.5651	737565978	52514296	 	 	-0.3376	100	100	2376079	 	14.6802	 	2.236	 	1.4509	 	3.9758	-57.46	1.148	 	 	 	 	 	 	TSE
Y9999 加權指數	20220413	17080.4	17333.2	17080.4	17301.7	7050860	264526339	1.8289	0.5545	737565978	53473622	 	 	1.8123	100	100	2174359	 	14.9485	 	2.2769	 	1.4774	 	3.9047	310.74	1.4879	 	 	 	 	 	 	TSE
Y9999 加權指數	20220414	17353.3	17374.1	17245.7	17245.7	6990328	259318241	-0.3237	0.6074	737713968	53308105	 	 	-0.3242	100	100	2349361	 	14.9007	 	2.2696	 	1.4727	 	3.9169	-56	0.7426	 	 	 	 	 	 	TSE
Y9999 加權指數	20220415	17139.3	17141.3	17004.2	17004.2	6948398	274202390	-1.4002	0.56	737714017	52562517	 	 	-1.4101	100	100	2508906	 	14.6952	 	2.2383	 	1.4524	 	3.9724	-241.47	0.7953	 	 	 	 	 	 	TSE
Y9999 加權指數	20220418	16958.7	16999.4	16845.5	16898.9	6433458	231659690	-0.6193	0.5508	737714017	52236692	 	 	-0.6212	100	100	2330874	 	14.603	 	2.2243	 	1.4432	 	3.9944	-105.31	0.9048	 	 	 	 	 	 	TSE
Y9999 加權指數	20220419	16926.3	17106.3	16926.3	16993.4	5818953	230102564	0.5594	0.4815	737722547	52529445	 	 	0.5578	100	100	1963575	 	14.6854	 	2.2368	 	1.4514	 	3.9729	94.53	1.0647	 	 	 	 	 	 	TSE
Y9999 加權指數	20220420	17057.1	17148.9	16983.5	17148.9	7477482	296813013	0.9149	0.6611	737729879	53009856	 	 	0.9108	100	100	2426137	 	14.8176	 	2.2569	 	1.4645	 	3.9372	155.48	0.9729	 	 	 	 	 	 	TSE
Y9999 加權指數	20220421	17159.9	17213.7	17106.4	17128	6527037	249584280	-0.122	0.5457	737322359	52919044	 	 	-0.1221	100	100	2201361	 	14.7955	 	2.2541	 	1.4626	 	3.9455	-20.93	0.6256	 	 	 	 	 	 	TSE
Y9999 加權指數	20220422	17088.8	17088.8	16923.9	17025.1	7020338	277475609	-0.6005	0.5971	738694753	52620955	 	 	-0.6023	100	100	2429388	 	14.7132	 	2.2415	 	1.4544	 	3.9833	-102.86	0.9627	 	 	 	 	 	 	TSE
Y9999 加權指數	20220425	16912.3	16912.3	16579.9	16620.9	7818513	310208208	-2.3741	0.6249	738702199	51373431	 	 	-2.4027	100	100	2976736	 	14.3661	 	2.1886	 	1.4201	 	4.1216	-404.19	1.9525	 	 	 	 	 	 	TSE
Y9999 加權指數	20220426	16677.8	16729.5	16582.1	16644.8	6546679	261006936	0.1437	0.5433	738702148	51447075	 	 	0.1436	100	100	2255284	 	14.3878	 	2.192	 	1.4223	 	4.111	23.89	0.8866	 	 	 	 	 	 	TSE
Y9999 加權指數	20220427	16427.3	16427.3	16219.4	16303.4	7557844	306750174	-2.0513	0.5866	738702145	50393624	 	 	-2.0727	100	100	2749306	 	14.0922	 	2.1469	 	1.3931	 	4.1988	-341.44	1.2491	 	 	 	 	 	 	TSE
Y9999 加權指數	20220428	16350.7	16455.6	16256.9	16419.4	6326127	262470845	0.7117	0.5069	738702145	50751099	 	 	0.7092	100	100	2102868	 	14.1912	 	2.162	 	1.4028	 	4.2117	116.03	1.2187	 	 	 	 	 	 	TSE
Y9999 加權指數	20220429	16599.8	16663.7	16521.9	16592.2	6283737	260402549	1.0524	0.4698	738778448	51288314	 	 	1.0469	100	100	1922215	 	14.3418	 	2.1849	 	1.4177	 	4.1681	172.8	0.8631	 	 	 	 	 	 	TSE
Y9999 加權指數	20220503	16593.2	16604.9	16466	16498.9	4688894	180830288	-0.5622	0.3362	738640211	50997665	 	 	-0.5638	100	100	1571288	 	14.273	 	2.1753	 	1.4111	 	4.19	-93.28	0.837	 	 	 	 	 	 	TSE
Y9999 加權指數	20220504	16531.4	16617.1	16514.3	16565.8	4754572	195351537	0.4057	0.3657	738611895	51201097	 	 	0.4048	100	100	1564910	 	14.3305	 	2.1841	 	1.4168	 	4.205	66.93	0.6228	 	 	 	 	 	 	TSE
Y9999 加權指數	20220505	16690	16783.8	16650.8	16696.1	6028615	257836488	0.7865	0.4438	738601753	51603126	 	 	0.7834	100	100	1933550	 	14.4409	 	2.2009	 	1.4277	 	4.1995	130.29	0.8027	 	 	 	 	 	 	TSE
Y9999 加權指數	20220506	16491.1	16491.1	16312.2	16408.2	6214594	250334664	-1.7245	0.4408	738601563	50714219	 	 	-1.7395	100	100	2158434	 	14.1924	 	2.163	 	1.4031	 	4.2745	-287.92	1.0717	 	 	 	 	 	 	TSE
Y9999 加權指數	20220509	16345.8	16345.8	16048.9	16048.9	6626190	247771305	-2.1896	0.5293	738666495	49605113	 	 	-2.214	100	100	2343245	 	13.8813	 	2.1156	 	1.3724	 	4.3684	-359.28	1.8096	 	 	 	 	 	 	TSE
Y9999 加權指數	20220510	15891.4	16071.5	15734.4	16061.7	6855098	261492821	0.0796	0.4855	738665108	49643798	 	 	0.0796	100	100	2127278	 	13.8923	 	2.1173	 	1.3735	 	4.3603	12.78	2.1002	 	 	 	 	 	 	TSE
Y9999 加權指數	20220511	16053.8	16081.2	15953.3	16006.3	5626434	210767188	-0.3452	0.4068	738665108	49471909	 	 	-0.3458	100	100	1909850	 	13.8425	 	2.1097	 	1.3685	 	4.3878	-55.45	0.7962	 	 	 	 	 	 	TSE
Y9999 加權指數	20220512	15943.6	15943.6	15616.7	15616.7	7290113	263338772	-2.4339	0.5533	738664496	48267540	 	 	-2.464	100	100	2529621	 	13.5036	 	2.058	 	1.335	 	4.4984	-389.57	2.0426	 	 	 	 	 	 	TSE
Y9999 加權指數	20220513	15687.2	15860.7	15687.2	15832.5	5956940	228191135	1.3822	0.4394	738664453	48935667	 	 	1.3728	100	100	1827391	 	13.6878	 	2.0861	 	1.3532	 	4.4366	215.86	1.1112	 	 	 	 	 	 	TSE
Y9999 加權指數	20220516	15943.7	16032.9	15847.5	15901	6376545	243191635	0.4327	0.459	738664314	49148093	 	 	0.4317	100	100	2036345	 	13.7463	 	2.095	 	1.359	 	4.4174	68.5	1.1709	 	 	 	 	 	 	TSE
Y9999 加權指數	20220517	15915.9	16085.9	15915.9	16056.1	5579744	210065666	0.9751	0.3831	738664312	49626589	 	 	0.9704	100	100	1722614	 	13.8798	 	2.1154	 	1.3722	 	4.3748	155.05	1.0686	 	 	 	 	 	 	TSE
Y9999 加權指數	20220518	16174.8	16316.6	16172.8	16296.9	6379939	238361860	1.4996	0.4689	738664312	50370727	 	 	1.4884	100	100	1948035	 	14.0888	 	2.1472	 	1.3929	 	4.3102	240.77	0.8955	 	 	 	 	 	 	TSE
Y9999 加權指數	20220519	16111.5	16111.5	15892.7	16020.3	6370148	239386921	-1.6969	0.4684	738745945	49519784	 	 	-1.7115	100	100	2019262	 	13.8472	 	2.1104	 	1.369	 	4.3843	-276.54	1.3423	 	 	 	 	 	 	TSE
Y9999 加權指數	20220520	16061.9	16181.7	16058.2	16144.9	5309171	201551803	0.7773	0.3874	738745945	49904630	 	 	0.7743	100	100	1615061	 	13.9566	 	2.1271	 	1.3798	 	4.3505	124.53	0.7706	 	 	 	 	 	 	TSE
Y9999 加權指數	20220523	16193.9	16249.5	16125.5	16156.4	5618693	236072397	0.0716	0.4506	738745945	49941164	 	 	0.0716	100	100	1792320	 	13.9688	 	2.1289	 	1.381	 	4.3473	11.56	0.768	 	 	 	 	 	 	TSE
Y9999 加權指數	20220524	16166.6	16219.8	15963.6	15963.6	5299794	211490953	-1.1932	0.4061	738745945	49345114	 	 	-1.2004	100	100	1738371	 	13.8024	 	2.1036	 	1.3646	 	4.3998	-192.78	1.5856	 	 	 	 	 	 	TSE
Y9999 加權指數	20220525	15987.7	16169.2	15980.9	16104	5451206	215300370	0.8795	0.4277	738745400	49779288	 	 	0.8757	100	100	1653294	 	13.9242	 	2.1221	 	1.3766	 	4.3615	140.4	1.1794	 	 	 	 	 	 	TSE
Y9999 加權指數	20220526	16128.2	16179	15949.6	15968.8	5589281	225307535	-0.8395	0.4198	738745400	49361404	 	 	-0.8431	100	100	1863830	 	13.8076	 	2.1044	 	1.3651	 	4.3982	-135.2	1.4245	 	 	 	 	 	 	TSE
Y9999 加權指數	20220527	16075.9	16266.2	16075.9	16266.2	5481897	222651374	1.8623	0.4034	738746471	50279500	 	 	1.8452	100	100	1655577	 	14.0641	 	2.1435	 	1.3905	 	4.3186	297.39	1.1918	 	 	 	 	 	 	TSE
Y9999 加權指數	20220530	16368.9	16610.6	16368.9	16610.6	6285048	259481695	2.1173	0.4565	738746541	51341993	 	 	2.0952	100	100	1875559	 	14.361	 	2.1887	 	1.4198	 	4.2293	344.4	1.4858	 	 	 	 	 	 	TSE
Y9999 加權指數	20220531	16561.7	16807.8	16493.1	16807.8	8275230	400356519	1.1869	0.7665	738803827	51953844	 	 	1.1799	100	100	1842764	 	14.5331	 	2.215	 	1.4368	 	4.1794	197.15	1.8946	 	 	 	 	 	 	TSE
Y9999 加權指數	20220601	16718.9	16811	16649.9	16675.1	5693916	258566786	-0.7894	0.4261	738857827	51547495	 	 	-0.7925	100	100	1880264	 	12.5435	 	2.05	 	1.3388	 	4.2126	-132.68	0.9587	 	 	 	 	 	 	TSE
Y9999 加權指數	20220602	16605.5	16617.3	16540.5	16552.6	4836099	218821056	-0.7347	0.3614	738857827	51170775	 	 	-0.7375	100	100	1644560	 	12.4539	 	2.035	 	1.329	 	4.2437	-122.52	0.46	 	 	 	 	 	 	TSE
Y9999 加權指數	20220606	16570.9	16654.1	16509	16606	5418061	216767810	0.3225	0.3936	738857827	51335249	 	 	0.322	100	100	1650552	 	12.4954	 	2.0418	 	1.3335	 	4.2301	53.39	0.8767	 	 	 	 	 	 	TSE
Y9999 加權指數	20220607	16593.8	16593.8	16465.9	16512.9	4732466	191743164	-0.5605	0.3348	738857827	51047443	 	 	-0.5621	100	100	1465367	 	12.4257	 	2.0304	 	1.326	 	4.2539	-93.08	0.7701	 	 	 	 	 	 	TSE
Y9999 加權指數	20220608	16538.7	16703	16538.7	16670.5	4815479	211696660	0.9546	0.3302	738857882	51533303	 	 	0.9501	100	100	1519133	 	12.5458	 	2.05	 	1.3388	 	4.214	157.63	0.9951	 	 	 	 	 	 	TSE
Y9999 加權指數	20220609	16644	16644	16557.5	16621.3	4489281	197235401	-0.295	0.3254	738857882	51382281	 	 	-0.2954	100	100	1454244	 	12.5078	 	2.0438	 	1.3348	 	4.2264	-49.17	0.5183	 	 	 	 	 	 	TSE
Y9999 加權指數	20220610	16581.8	16581.8	16403.3	16460.1	4562608	189161795	-0.97	0.328	738857848	50884921	 	 	-0.9747	100	100	1516155	 	12.3868	 	2.0241	 	1.3219	 	4.2677	-161.22	1.0738	 	 	 	 	 	 	TSE
Y9999 加權指數	20220613	16295.1	16295.1	16055.9	16071	5886905	234700226	-2.3641	0.4254	738857848	49683337	 	 	-2.3925	100	100	2153694	 	12.0978	 	1.9765	 	1.2908	 	4.371	-389.14	1.4531	 	 	 	 	 	 	TSE
Y9999 加權指數	20220614	15975.2	16067.8	15869.1	16047.4	5921513	229898231	-0.1469	0.4203	738857715	49610476	 	 	-0.147	100	100	1914353	 	12.0818	 	1.9738	 	1.2891	 	4.3775	-23.61	1.2366	 	 	 	 	 	 	TSE
Y9999 加權指數	20220615	16025.8	16106.8	15981.6	15999.3	5516815	227828144	-0.2999	0.4083	738857757	49464098	 	 	-0.3003	100	100	1946419	 	12.0466	 	1.9681	 	1.2853	 	4.3904	-48.12	0.7801	 	 	 	 	 	 	TSE
Y9999 加權指數	20220616	16098.3	16209.3	15838.3	15838.6	6526682	278764516	-1.004	0.5004	738857751	48967047	 	 	-1.0091	100	100	2174601	 	11.9273	 	1.9486	 	1.2726	 	4.435	-160.64	2.3186	 	 	 	 	 	 	TSE
Y9999 加權指數	20220617	15794.2	15794.2	15573.4	15641.3	7818365	315316144	-1.246	0.6047	738857751	48358581	 	 	-1.2538	100	100	2394747	 	11.7784	 	1.9243	 	1.2567	 	4.4893	-197.35	1.3939	 	 	 	 	 	 	TSE
Y9999 加權指數	20220620	15649.2	15667.7	15367.6	15367.6	7296097	269820786	-1.7497	0.5484	738858851	47512396	 	 	-1.7652	100	100	2331322	 	11.5747	 	1.891	 	1.2349	 	4.5693	-273.68	1.9186	 	 	 	 	 	 	TSE
Y9999 加權指數	20220621	15427.3	15728.6	15427.3	15728.6	6317170	241909464	2.3495	0.4836	739189351	48639213	 	 	2.3223	100	100	1797587	 	11.8494	 	1.9359	 	1.2643	 	4.4634	361.06	1.9607	 	 	 	 	 	 	TSE
Y9999 加權指數	20220622	15687.5	15687.5	15347	15347.8	7189114	283115262	-2.4216	0.5423	739262023	47464048	 	 	-2.4514	100	100	2382759	 	11.5644	 	1.8893	 	1.2339	 	4.574	-380.89	2.1649	 	 	 	 	 	 	TSE
Y9999 加權指數	20220623	15305.5	15380.3	15102.4	15176.4	7126291	289513623	-1.1162	0.5367	739312023	46936402	 	 	-1.1225	100	100	2283263	 	11.437	 	1.8685	 	1.2203	 	4.6266	-171.31	1.8106	 	 	 	 	 	 	TSE
Y9999 加權指數	20220624	15232.3	15424.4	15232.3	15303.3	5948003	234995388	0.836	0.4216	739226928	47329569	 	 	0.8326	100	100	1877146	 	11.5336	 	1.8843	 	1.2306	 	4.5882	126.88	1.2653	 	 	 	 	 	 	TSE
Y9999 加權指數	20220627	15409.1	15656.4	15409.1	15548	6404496	243621265	1.5989	0.4298	739150872	48081638	 	 	1.5863	100	100	1857724	 	11.7167	 	1.9143	 	1.2503	 	4.5164	244.69	1.6158	 	 	 	 	 	 	TSE
Y9999 加權指數	20220628	15519.6	15533.3	15375.7	15439.9	5846311	237078801	-0.6952	0.4248	739150872	47747757	 	 	-0.6976	100	100	1828553	 	11.6362	 	1.9011	 	1.2417	 	4.5483	-108.09	1.0142	 	 	 	 	 	 	TSE
Y9999 加權指數	20220629	15365.5	15365.5	15218.1	15240.1	5872889	248619186	-1.294	0.4449	739235876	47133672	 	 	-1.3024	100	100	1896576	 	11.4869	 	1.8767	 	1.2257	 	4.6076	-199.79	0.9551	 	 	 	 	 	 	TSE
Y9999 加權指數	20220630	15146.9	15147.8	14825.7	14825.7	6898867	265050305	-2.7191	0.5034	739437249	45864382	 	 	-2.7568	100	100	2355944	 	11.1785	 	1.8263	 	1.1928	 	4.7351	-414.4	2.1131	 	 	 	 	 	 	TSE
Y9999 加權指數	20220701	14812.1	14812.1	14336	14343.1	7861837	308665002	-3.2555	0.5872	739634497	44400755	 	 	-3.3097	100	100	2761795	 	10.8172	 	1.7672	 	1.1542	 	4.8932	-482.65	3.2113	 	 	 	 	 	 	TSE
Y9999 加權指數	20220704	14237.8	14412.5	14167.1	14217.1	6167448	238191511	-0.8786	0.4434	739657024	44013653	 	 	-0.8825	100	100	1943498	 	10.7235	 	1.7519	 	1.1442	 	4.9362	-126.02	1.7107	 	 	 	 	 	 	TSE
Y9999 加權指數	20220705	14345.5	14488.8	14100.9	14349.2	6676755	262237727	0.9294	0.4783	739657024	44423535	 	 	0.9252	100	100	2097796	 	10.8229	 	1.7681	 	1.1548	 	4.8907	132.14	2.7285	 	 	 	 	 	 	TSE
Y9999 加權指數	20220706	14289.7	14319.3	13985.5	13985.5	6793881	250758305	-2.5346	0.5075	740025852	43310867	 	 	-2.5672	100	100	2286931	 	10.5517	 	1.7238	 	1.1259	 	5.0163	-363.69	2.3263	 	 	 	 	 	 	TSE
Y9999 加權指數	20220707	14052.2	14355.2	13951.8	14336.3	6800402	260359618	2.508	0.4716	740030577	44395348	 	 	2.4771	100	100	2022628	 	10.8152	 	1.7669	 	1.154	 	4.8939	350.76	2.884	 	 	 	 	 	 	TSE
Y9999 加權指數	20220708	14462.5	14552.4	14373.8	14464.5	6789256	260925588	0.8947	0.4801	739759864	44791463	 	 	0.8907	100	100	2155077	 	10.9112	 	1.7826	 	1.1642	 	4.8506	128.26	1.2457	 	 	 	 	 	 	TSE
Y9999 加權指數	20220711	14478.3	14525	14313.9	14340.5	4871146	175278139	-0.8573	0.3615	739759864	44408493	 	 	-0.861	100	100	1613327	 	10.8184	 	1.7674	 	1.1543	 	4.8925	-124	1.4594	 	 	 	 	 	 	TSE
Y9999 加權指數	20220712	14235.6	14235.6	13928.7	13950.6	5639956	202693684	-2.7189	0.4265	739779155	43206346	 	 	-2.7566	100	100	1989341	 	10.5275	 	1.7199	 	1.1233	 	5.0286	-389.91	2.1406	 	 	 	 	 	 	TSE
Y9999 加權指數	20220713	14194.9	14403.5	14194.9	14324.7	6240209	225480595	2.6813	0.4552	740064223	44361911	 	 	2.646	100	100	1819060	 	10.8095	 	1.766	 	1.1534	 	4.8982	374.06	1.4951	 	 	 	 	 	 	TSE
Y9999 加權指數	20220714	14252	14450.5	14159.4	14438.5	5721487	212187428	0.7947	0.4036	740084736	44714699	 	 	0.7916	100	100	1733688	 	10.8958	 	1.7801	 	1.1626	 	4.8596	113.84	2.032	 	 	 	 	 	 	TSE
Y9999 加權指數	20220715	14484	14579.7	14378.3	14550.6	6094100	231695665	0.7764	0.4144	740084741	45060478	 	 	0.7734	100	100	1966021	 	10.9798	 	1.7938	 	1.1715	 	4.8223	112.1	1.3949	 	 	 	 	 	 	TSE
Y9999 加權指數	20220718	14589.1	14719.6	14589.1	14719.6	5970251	229912658	1.1616	0.4278	740109741	45583229	 	 	1.1549	100	100	1843069	 	11.1078	 	1.8147	 	1.1852	 	4.7674	169.02	0.8971	 	 	 	 	 	 	TSE
Y9999 加權指數	20220719	14638.5	14720.1	14599	14694.1	5373185	199312047	-0.1736	0.4051	740340668	45503850	 	 	-0.1738	100	100	1759773	 	11.0889	 	1.8116	 	1.1832	 	4.7757	-25.56	0.823	 	 	 	 	 	 	TSE
