,價平檔位,時間分組,買賣權別,average_iv,std_iv
406,-100.0,2 days 04:30:00,C,0.15623333333333334,0.04362182264478082
407,-100.0,2 days 04:30:00,P,0.13708850574712644,0.045320341511488955
408,-100.0,5 days 00:30:00,C,0.11831860465116278,0.033490534261025454
409,-100.0,5 days 00:30:00,P,0.1101,0.031257470901841805
410,-100.0,5 days 04:30:00,C,0.1252943181818182,0.03341576253411969
411,-100.0,5 days 04:30:00,P,0.11732528735632183,0.03232015793476408
412,-100.0,6 days 00:00:00,C,0.12311494252873563,0.03166737198668639
413,-100.0,6 days 00:00:00,P,0.1161953488372093,0.03201169972507935
414,-100.0,6 days 04:30:00,C,0.12791704545454546,0.032672643911012794
415,-100.0,6 days 04:30:00,P,0.12069080459770115,0.02966142523580945
416,-50.0,0 days 00:45:00,C,0.2616939393939394,0.2563116525408089
417,-50.0,0 days 00:45:00,P,0.17811919191919193,0.1939478888967436
418,-50.0,0 days 01:00:00,C,0.2538212121212121,0.24080787255451186
419,-50.0,0 days 01:00:00,P,0.1655848484848485,0.16436673987231218
420,-50.0,0 days 01:30:00,C,0.24255454545454544,0.1996986005861503
421,-50.0,0 days 01:30:00,P,0.15238979591836735,0.1404506403297261
422,-50.0,0 days 04:30:00,C,0.2624989898989899,0.13965892672971467
423,-50.0,0 days 04:30:00,P,0.19422121212121213,0.09951292016692317
424,-50.0,1 days 00:30:00,C,0.155975,0.07345924881363636
425,-50.0,1 days 00:30:00,P,0.1322282608695652,0.061564839983686434
426,-50.0,1 days 04:30:00,C,0.1685282608695652,0.06697935605544092
427,-50.0,1 days 04:30:00,P,0.14256847826086957,0.057502204313883185
428,-50.0,2 days 00:30:00,C,0.15326022727272728,0.08707855027036872
429,-50.0,2 days 00:30:00,P,0.1362471264367816,0.08007381454964123
430,-50.0,2 days 04:30:00,C,0.1635693181818182,0.059460434750169856
431,-50.0,2 days 04:30:00,P,0.14505340909090908,0.053966624315113974
432,-50.0,5 days 00:30:00,C,0.11988390804597701,0.03429897236769374
433,-50.0,5 days 00:30:00,P,0.11260941176470587,0.031520528547090636
434,-50.0,5 days 04:30:00,C,0.1259279069767442,0.03331515341901372
435,-50.0,5 days 04:30:00,P,0.11855747126436782,0.031067389738422636
436,-50.0,6 days 00:00:00,C,0.12442386363636362,0.032433659946796166
437,-50.0,6 days 00:00:00,P,0.11767471264367817,0.031111140674111786
438,-50.0,6 days 04:30:00,C,0.1298625,0.03354369705427484
439,-50.0,6 days 04:30:00,P,0.12388636363636363,0.031856027350862404
440,50.0,0 days 00:45:00,C,0.31809899999999997,0.36513284326572587
441,50.0,0 days 00:45:00,P,0.18625858585858585,0.09923759163693045
442,50.0,0 days 01:00:00,C,0.27273673469387755,0.26794875428952886
443,50.0,0 days 01:00:00,P,0.180049,0.09014111439315806
444,50.0,0 days 01:30:00,C,0.2614313131313131,0.21490078234939156
445,50.0,0 days 01:30:00,P,0.17596326530612244,0.08345318261274957
446,50.0,0 days 04:30:00,C,0.2759020202020202,0.15576219576177724
447,50.0,0 days 04:30:00,P,0.21397100000000002,0.08217467143379724
448,50.0,1 days 00:30:00,C,0.15677222222222223,0.06952142831534923
449,50.0,1 days 00:30:00,P,0.13740769230769231,0.05737220432456671
450,50.0,1 days 04:30:00,C,0.1744521739130435,0.07071449868939537
451,50.0,1 days 04:30:00,P,0.1484891304347826,0.05564720791455844
452,50.0,2 days 00:30:00,C,0.14983023255813954,0.05382497358217421
453,50.0,2 days 00:30:00,P,0.13371529411764707,0.04057322746731945
454,50.0,2 days 04:30:00,C,0.16334367816091955,0.048427677318862467
455,50.0,2 days 04:30:00,P,0.14576206896551724,0.04014749910071236
456,50.0,5 days 00:30:00,C,0.12206309523809523,0.0357502911935631
457,50.0,5 days 00:30:00,P,0.11589767441860466,0.031297840469550864
458,50.0,5 days 04:30:00,C,0.1290344827586207,0.03490548643350474
459,50.0,5 days 04:30:00,P,0.12117727272727273,0.0312640395212956
460,50.0,6 days 00:00:00,C,0.1261344827586207,0.03345611088056421
461,50.0,6 days 00:00:00,P,0.12048409090909092,0.03158225125867934
462,50.0,6 days 04:30:00,C,0.1317215909090909,0.03468688330337544
463,50.0,6 days 04:30:00,P,0.12601136363636364,0.03213183486687659
464,100.0,0 days 00:45:00,C,0.38715,0.46317062213204496
465,100.0,0 days 00:45:00,P,0.2380677777777778,0.0546245259723402
466,100.0,0 days 01:00:00,C,0.3450711340206185,0.39833791192245593
467,100.0,0 days 01:00:00,P,0.2279757894736842,0.055418797632383165
468,100.0,0 days 01:30:00,C,0.3174142857142857,0.29413655885954054
469,100.0,0 days 01:30:00,P,0.20843229166666666,0.05960575298054036
470,100.0,0 days 04:30:00,C,0.29389897959183675,0.19248118477865156
471,100.0,0 days 04:30:00,P,0.22727272727272727,0.07733253904759181
472,100.0,1 days 00:30:00,C,0.15868522727272727,0.06327183742742111
473,100.0,1 days 00:30:00,P,0.14582857142857145,0.05959167966850982
474,100.0,1 days 04:30:00,C,0.18169021739130434,0.07692924544247019
475,100.0,1 days 04:30:00,P,0.15375652173913043,0.05419348994670779
476,100.0,2 days 00:30:00,C,0.14914938271604938,0.055117295659930544
477,100.0,2 days 00:30:00,P,0.14467906976744185,0.08266400186193727
478,100.0,2 days 04:30:00,C,0.17201379310344828,0.06619719865571103
479,100.0,2 days 04:30:00,P,0.15304204545454547,0.051254312342465976
480,100.0,5 days 00:30:00,C,0.1230780487804878,0.03540495544722254
481,100.0,5 days 00:30:00,P,0.11766704545454544,0.03133350350256155
482,100.0,5 days 04:30:00,C,0.12930595238095238,0.034699068947581735
483,100.0,5 days 04:30:00,P,0.12351724137931035,0.03164984370032514
484,100.0,6 days 00:00:00,C,0.12649753086419752,0.03277403307234496
485,100.0,6 days 00:00:00,P,0.12178941176470588,0.031203308064589395
486,100.0,6 days 04:30:00,C,0.13141785714285714,0.033329104328692065
487,100.0,6 days 04:30:00,P,0.12783181818181819,0.0321292023342197
488,150.0,0 days 00:45:00,C,0.48430434782608694,0.5349949698670882
489,150.0,0 days 00:45:00,P,0.32061081081081083,0.05063676061282927
490,150.0,0 days 01:00:00,C,0.4004551724137931,0.4186269838075089
491,150.0,0 days 01:00:00,P,0.29179066666666664,0.048672660546601375
492,150.0,0 days 01:30:00,C,0.320379012345679,0.34657448720154277
493,150.0,0 days 01:30:00,P,0.2594826666666667,0.05099793947436142
494,150.0,0 days 04:30:00,C,0.3065234693877551,0.2310026642417969
495,150.0,0 days 04:30:00,P,0.24247,0.0725533457519223
496,150.0,1 days 00:30:00,C,0.15893636363636363,0.09516311468804069
497,150.0,1 days 00:30:00,P,0.15107045454545454,0.05611405290231981
498,150.0,1 days 04:30:00,C,0.18319000000000002,0.0778530711365535
499,150.0,1 days 04:30:00,P,0.15878241758241757,0.055161382613819
500,150.0,2 days 00:30:00,C,0.15040666666666666,0.061670240788163425
501,150.0,2 days 00:30:00,P,0.1397139534883721,0.03894868468002088
502,150.0,2 days 04:30:00,C,0.16721282051282052,0.05434695025786637
503,150.0,2 days 04:30:00,P,0.15313908045977012,0.039706616976301984
504,150.0,5 days 00:30:00,C,0.1229409090909091,0.036784080909975286
505,150.0,5 days 00:30:00,P,0.11910813953488372,0.03129258215095742
506,150.0,5 days 04:30:00,C,0.13124197530864196,0.03527400907253644
507,150.0,5 days 04:30:00,P,0.1254659090909091,0.03136888379315435
508,150.0,6 days 00:00:00,C,0.1282788732394366,0.03478129594025649
509,150.0,6 days 00:00:00,P,0.12394942528735632,0.03181452379157151
510,150.0,6 days 04:30:00,C,0.13003972602739727,0.03144795850875444
511,150.0,6 days 04:30:00,P,0.1298068181818182,0.032503788622515024
512,200.0,0 days 00:45:00,C,0.4744824561403509,0.5684478013863741
513,200.0,0 days 00:45:00,P,0.4101591836734694,0.05789314480995483
514,200.0,0 days 01:00:00,C,0.4211508474576271,0.48441013663362514
515,200.0,0 days 01:00:00,P,0.3563204081632653,0.05300105729917032
516,200.0,0 days 01:30:00,C,0.33481999999999995,0.36167352578566947
517,200.0,0 days 01:30:00,P,0.3110614035087719,0.04755119329427259
518,200.0,0 days 04:30:00,C,0.26824155844155845,0.22553482946720768
519,200.0,0 days 04:30:00,P,0.261639,0.07095654367215888
520,200.0,1 days 00:30:00,C,0.15433157894736843,0.09296846461856748
521,200.0,1 days 00:30:00,P,0.15992386363636363,0.05898975362871584
522,200.0,1 days 04:30:00,C,0.18534415584415584,0.09003541480630724
523,200.0,1 days 04:30:00,P,0.16542717391304348,0.054019583553652835
524,200.0,2 days 00:30:00,C,0.15758125,0.12211176892110995
525,200.0,2 days 00:30:00,P,0.1539548780487805,0.08255976533671883
526,200.0,2 days 04:30:00,C,0.16873698630136985,0.05906342049688179
527,200.0,2 days 04:30:00,P,0.16046022727272727,0.05107368474577659
528,200.0,5 days 00:30:00,C,0.12260512820512821,0.034529041542613825
529,200.0,5 days 00:30:00,P,0.12010602409638554,0.029452402069405973
530,200.0,5 days 04:30:00,C,0.13076764705882354,0.036115893227701944
531,200.0,5 days 04:30:00,P,0.1277715909090909,0.03174815389279881
532,200.0,6 days 00:00:00,C,0.1307618181818182,0.033418150373872794
533,200.0,6 days 00:00:00,P,0.1247735632183908,0.02822205742903826
534,200.0,6 days 04:30:00,C,0.1375241379310345,0.03785150723711002
535,200.0,6 days 04:30:00,P,0.13179545454545455,0.03286226886162218
536,250.0,0 days 00:45:00,C,0.5727633333333333,0.6796809644508088
537,250.0,0 days 00:45:00,P,0.48066571428571425,0.07969027892172197
538,250.0,0 days 01:00:00,C,0.5261184210526316,0.5451161477303331
539,250.0,0 days 01:00:00,P,0.41943684210526316,0.06849852403638773
540,250.0,0 days 01:30:00,C,0.4478972222222223,0.43290540734246924
541,250.0,0 days 01:30:00,P,0.3654488888888889,0.05795478497078648
542,250.0,0 days 04:30:00,C,0.3108666666666667,0.262440121288466
543,250.0,0 days 04:30:00,P,0.28779787234042553,0.0682901636184692
544,250.0,1 days 00:30:00,C,0.17475263157894738,0.13423484812948938
545,250.0,1 days 00:30:00,P,0.1674831168831169,0.05687992986753904
546,250.0,1 days 04:30:00,C,0.1792206896551724,0.11218713964296632
547,250.0,1 days 04:30:00,P,0.1705032967032967,0.053251872060049485
548,250.0,2 days 00:30:00,C,0.1452,0.07596436884048555
549,250.0,2 days 00:30:00,P,0.14919024390243904,0.038739725391341726
550,250.0,2 days 04:30:00,C,0.17259038461538462,0.06151754176612725
551,250.0,2 days 04:30:00,P,0.16088045977011495,0.03990467664811737
552,250.0,5 days 00:30:00,C,0.12995652173913044,0.048162913175321904
553,250.0,5 days 00:30:00,P,0.12498705882352942,0.03181186431953641
554,250.0,5 days 04:30:00,C,0.13751794871794873,0.042298095464122706
555,250.0,5 days 04:30:00,P,0.12995454545454546,0.032088985144549304
556,250.0,6 days 00:00:00,C,0.13028048780487805,0.03450058129591584
557,250.0,6 days 00:00:00,P,0.12857613636363638,0.03259094788052821
558,250.0,6 days 04:30:00,C,0.13268627450980394,0.03356361732357133
559,250.0,6 days 04:30:00,P,0.13183488372093022,0.03087124596826922
560,300.0,0 days 00:45:00,C,0.6785827586206896,0.7154680181875785
561,300.0,0 days 00:45:00,P,0.558825,0.0855647670005117
562,300.0,0 days 01:00:00,C,0.5968384615384615,0.5773506332044146
563,300.0,0 days 01:00:00,P,0.4937533333333333,0.06465690742806159
564,300.0,0 days 01:30:00,C,0.5354107142857143,0.5120605746424681
565,300.0,0 days 01:30:00,P,0.4068178571428572,0.04889386126409088
566,300.0,0 days 04:30:00,C,0.335180487804878,0.2903682302004751
567,300.0,0 days 04:30:00,P,0.31507857142857143,0.06994386057167226
568,300.0,1 days 00:30:00,C,0.18557727272727273,0.122220580964318
569,300.0,1 days 00:30:00,P,0.180588,0.060724050091042654
570,300.0,1 days 04:30:00,C,0.19440277777777779,0.12082322502875513
571,300.0,1 days 04:30:00,P,0.17970111111111112,0.0532384766124087
572,300.0,2 days 00:30:00,C,0.12180588235294118,0.10333069770516065
573,300.0,2 days 00:30:00,P,0.15638311688311687,0.03940052231352099
574,300.0,2 days 04:30:00,C,0.18127954545454547,0.07339769839730086
575,300.0,2 days 04:30:00,P,0.16661547619047617,0.04922425079201887
576,300.0,5 days 00:30:00,C,0.12374,0.05255171287708698
577,300.0,5 days 00:30:00,P,0.12655624999999998,0.03026755728059629
578,300.0,5 days 04:30:00,C,0.12681,0.051986864057016934
579,300.0,5 days 04:30:00,P,0.13227954545454546,0.03205912698093197
580,300.0,6 days 00:00:00,C,0.12270967741935483,0.04406021149017716
581,300.0,6 days 00:00:00,P,0.12760595238095238,0.028179456548542568
582,300.0,6 days 04:30:00,C,0.13435,0.04503703852064075
583,300.0,6 days 04:30:00,P,0.13559540229885056,0.03357834610954734
584,350.0,0 days 00:45:00,C,0.42664117647058825,0.6172634000761178
585,350.0,0 days 00:45:00,P,0.6356777777777778,0.10923646533771184
586,350.0,0 days 01:00:00,C,0.6708117647058823,0.8018719722330624
587,350.0,0 days 01:00:00,P,0.5731839999999999,0.1010292477453931
588,350.0,0 days 01:30:00,C,0.5454866666666667,0.5772534153418319
589,350.0,0 days 01:30:00,P,0.46062916666666665,0.06648813872097577
590,350.0,0 days 04:30:00,C,0.26731935483870967,0.3378894981295461
591,350.0,0 days 04:30:00,P,0.3428342105263158,0.06789042063527881
592,350.0,1 days 00:30:00,C,0.1403578947368421,0.13188138321903545
593,350.0,1 days 00:30:00,P,0.18904833333333335,0.059702234270051883
594,350.0,1 days 04:30:00,C,0.17647142857142858,0.1386432348181712
595,350.0,1 days 04:30:00,P,0.18759878048780487,0.05373823498896292
596,350.0,2 days 00:30:00,C,0.12750625,0.13000862775857097
597,350.0,2 days 00:30:00,P,0.158448,0.03682131565393184
598,350.0,2 days 04:30:00,C,0.15952,0.0996187078182026
599,350.0,2 days 04:30:00,P,0.17011309523809523,0.039799633042329335
600,350.0,5 days 00:30:00,C,0.10752222222222223,0.05524492686613355
601,350.0,5 days 00:30:00,P,0.12746666666666667,0.029470591691513205
602,350.0,5 days 04:30:00,C,0.12344736842105263,0.06004273819003198
603,350.0,5 days 04:30:00,P,0.13196666666666668,0.02973202943455406
604,350.0,6 days 00:00:00,C,0.133364,0.05429151928862064
605,350.0,6 days 00:00:00,P,0.1327,0.03213987127076281
606,350.0,6 days 04:30:00,C,0.12395652173913044,0.0355614043347682
607,350.0,6 days 04:30:00,P,0.1345686746987952,0.030723947630118344
608,400.0,0 days 00:45:00,C,0.6316466666666667,0.8658854781309681
609,400.0,0 days 00:45:00,P,0.7191933333333334,0.12212626643102188
610,400.0,0 days 01:00:00,C,0.4878416666666667,0.6589867269436303
611,400.0,0 days 01:00:00,P,0.6566681818181818,0.10184835312675425
612,400.0,0 days 01:30:00,C,0.6419466666666668,0.5033037720426711
613,400.0,0 days 01:30:00,P,0.5233153846153846,0.04248517086690064
614,400.0,0 days 04:30:00,C,0.3290315789473684,0.39502644785244945
615,400.0,0 days 04:30:00,P,0.3788620689655172,0.07877018054449732
616,400.0,1 days 00:30:00,C,0.11295714285714285,0.15938533869360816
617,400.0,1 days 00:30:00,P,0.20080576923076923,0.06649964886671719
618,400.0,1 days 04:30:00,C,0.192275,0.1681178217798458
619,400.0,1 days 04:30:00,P,0.19973684210526316,0.05426993726943186
620,400.0,2 days 00:30:00,C,0.1412125,0.11982069267391648
621,400.0,2 days 00:30:00,P,0.16791186440677966,0.03679474327497003
622,400.0,2 days 04:30:00,C,0.15558636363636363,0.12095628606454539
623,400.0,2 days 04:30:00,P,0.17739268292682928,0.05065877077970377
624,400.0,5 days 00:30:00,C,0.08405833333333333,0.04751308830844466
625,400.0,5 days 00:30:00,P,0.13342089552238806,0.031234783142736353
626,400.0,5 days 04:30:00,C,0.12017058823529411,0.0497280072583082
627,400.0,5 days 04:30:00,P,0.13666172839506172,0.030986442873865157
628,400.0,6 days 00:00:00,C,0.10555833333333332,0.04846604168868855
629,400.0,6 days 00:00:00,P,0.13008695652173913,0.025222037009233433
630,400.0,6 days 04:30:00,C,0.1255105263157895,0.056849390642066414
631,400.0,6 days 04:30:00,P,0.13998390804597702,0.033967953000750783
632,450.0,0 days 00:45:00,C,0.23357777777777777,0.7007333333333333
633,450.0,0 days 00:45:00,P,0.8391500000000001,0.14885415121296866
634,450.0,0 days 01:00:00,C,0.44656,0.6040069558098372
635,450.0,0 days 01:00:00,P,0.7295235294117647,0.14048547313428786
636,450.0,0 days 01:30:00,C,0.5192777777777778,0.6297174778775356
637,450.0,0 days 01:30:00,P,0.5997933333333333,0.08936449012464683
638,450.0,0 days 04:30:00,C,0.34643333333333337,0.417622911812305
639,450.0,0 days 04:30:00,P,0.40593114754098364,0.0694081732482652
640,450.0,1 days 00:30:00,C,0.2546090909090909,0.20588876343572257
641,450.0,1 days 00:30:00,P,0.2146657894736842,0.06886341073857057
642,450.0,1 days 04:30:00,C,0.157475,0.18498850639972203
643,450.0,1 days 04:30:00,P,0.2097056338028169,0.05362571314830212
644,450.0,2 days 00:30:00,C,0.0545,0.109
645,450.0,2 days 00:30:00,P,0.1778142857142857,0.039314962164550035
646,450.0,2 days 04:30:00,C,0.24283333333333335,0.09840187852358155
647,450.0,2 days 04:30:00,P,0.18286052631578947,0.040355203147210535
648,450.0,5 days 00:30:00,C,0.09403333333333334,0.08609298848725526
649,450.0,5 days 00:30:00,P,0.1338,0.02945006535147841
650,450.0,5 days 04:30:00,C,0.12897142857142857,0.06275841814146567
651,450.0,5 days 04:30:00,P,0.1365451219512195,0.027956554267794774
652,450.0,6 days 00:00:00,C,0.12693333333333334,0.031322303023032426
653,450.0,6 days 00:00:00,P,0.14080684931506848,0.03440911672139265
654,450.0,6 days 04:30:00,C,0.1238294117647059,0.07474948799745958
655,450.0,6 days 04:30:00,P,0.1355076923076923,0.026759553551838382
656,500.0,0 days 00:45:00,C,0.46815000000000007,0.7253250133560817
657,500.0,0 days 00:45:00,P,0.8268181818181819,0.13927248700430264
658,500.0,0 days 01:00:00,C,0.3226,0.6452
659,500.0,0 days 01:00:00,P,0.7777714285714286,0.13979410710381315
660,500.0,0 days 01:30:00,C,0.0,0.0
661,500.0,0 days 01:30:00,P,0.63652,0.07563335243131827
662,500.0,0 days 04:30:00,C,0.3051,0.33674873017240503
663,500.0,0 days 04:30:00,P,0.429605,0.08504766974000595
664,500.0,1 days 00:30:00,C,0.16056666666666666,0.1392876280698804
665,500.0,1 days 00:30:00,P,0.22934,0.07101782791914256
666,500.0,1 days 04:30:00,C,0.23557999999999998,0.19610920880411958
667,500.0,1 days 04:30:00,P,0.22159375,0.05542052761344283
668,500.0,2 days 00:30:00,C,0.1475,0.14385919041433073
669,500.0,2 days 00:30:00,P,0.18478108108108107,0.037041994470524316
670,500.0,2 days 04:30:00,C,0.15888333333333335,0.1215632408055639
671,500.0,2 days 04:30:00,P,0.19137777777777776,0.05016983893390678
672,500.0,5 days 00:30:00,C,0.1196,
673,500.0,5 days 00:30:00,P,0.14348947368421053,0.03118978589796508
674,500.0,5 days 04:30:00,C,0.12818888888888888,0.07447129387294886
675,500.0,5 days 04:30:00,P,0.14483866666666667,0.030360286530238777
676,500.0,6 days 00:00:00,C,0.05575,0.07884240610230005
677,500.0,6 days 00:00:00,P,0.13681639344262295,0.023289505364204047
678,500.0,6 days 04:30:00,C,0.12388571428571428,0.07120169540517578
679,500.0,6 days 04:30:00,P,0.14579999999999999,0.03445227849752303
680,550.0,0 days 00:45:00,C,0.88232,0.8266331060391907
681,550.0,0 days 00:45:00,P,1.0032999999999999,0.16402138749430076
682,550.0,0 days 01:00:00,C,0.9843000000000001,0.8566810550023854
683,550.0,0 days 01:00:00,P,0.9483375,0.1851955178221886
684,550.0,0 days 01:30:00,C,0.63754,0.635723688405584
685,550.0,0 days 01:30:00,P,0.6282714285714286,0.0614943822443892
686,550.0,0 days 04:30:00,C,0.14438571428571428,0.24791142523470908
687,550.0,0 days 04:30:00,P,0.4546034482758621,0.09005936329031067
688,550.0,1 days 00:30:00,C,0.17106666666666667,0.15830822257019164
689,550.0,1 days 00:30:00,P,0.24167692307692307,0.08314941879624804
690,550.0,1 days 04:30:00,C,0.0736,0.12747893943706937
691,550.0,1 days 04:30:00,P,0.233936,0.05861201297776866
692,550.0,2 days 00:30:00,C,0.0,
693,550.0,2 days 00:30:00,P,0.19117894736842106,0.03485698315313153
694,550.0,2 days 04:30:00,C,0.13804,0.13212913380477448
695,550.0,2 days 04:30:00,P,0.1953060606060606,0.0402316097644927
696,550.0,5 days 00:30:00,C,0.0426,0.07378536440243416
697,550.0,5 days 00:30:00,P,0.1424744680851064,0.029529377178646052
698,550.0,5 days 04:30:00,C,0.13735,0.03655742058734452
699,550.0,5 days 04:30:00,P,0.14631428571428573,0.029347555028913657
700,550.0,6 days 00:00:00,C,0.14475,0.008697413408594529
701,550.0,6 days 00:00:00,P,0.151340625,0.03457845332752479
702,550.0,6 days 04:30:00,C,0.12217142857142857,0.057633575696975865
703,550.0,6 days 04:30:00,P,0.1421840579710145,0.02647599702720986
704,600.0,0 days 00:45:00,C,0.37928,0.8480958625061203
705,600.0,0 days 00:45:00,P,1.0858333333333332,0.18131711079395305
706,600.0,0 days 01:00:00,C,1.4909,
707,600.0,0 days 01:00:00,P,1.0319,0.2395810231772681
708,600.0,0 days 01:30:00,C,0.71985,1.0180216328742724
709,600.0,0 days 01:30:00,P,0.741211111111111,0.08427280766125636
710,600.0,0 days 04:30:00,C,0.42096,0.38985242464296666
711,600.0,0 days 04:30:00,P,0.4835448275862069,0.09360582470508562
712,600.0,1 days 00:30:00,C,0.2388,
713,600.0,1 days 00:30:00,P,0.26323125,0.09983112219309834
714,600.0,1 days 04:30:00,C,0.2273,0.30907452175810285
715,600.0,1 days 04:30:00,P,0.2449642857142857,0.06482635274680322
716,600.0,2 days 00:30:00,P,0.2032925925925926,0.03370080946215623
717,600.0,2 days 04:30:00,C,0.21424000000000004,0.16467066526858995
718,600.0,2 days 04:30:00,P,0.20722459016393444,0.054941801498609104
719,600.0,5 days 00:30:00,C,0.10805000000000001,0.020152543263816606
720,600.0,5 days 00:30:00,P,0.1582,0.032152031940372555
721,600.0,5 days 04:30:00,C,0.0733,0.10366185412194788
722,600.0,5 days 04:30:00,P,0.1505582089552239,0.031234237960705544
723,600.0,6 days 00:00:00,C,0.0661,0.11448855838030278
724,600.0,6 days 00:00:00,P,0.1446977777777778,0.02297628707334515
725,600.0,6 days 04:30:00,C,0.1389,0.04435008455459809
726,600.0,6 days 04:30:00,P,0.15437142857142858,0.03362744860287754
727,650.0,0 days 00:45:00,P,1.1341,0.1995448019869222
728,650.0,0 days 01:00:00,C,1.5417999999999998,1.2909618713708524
729,650.0,0 days 01:00:00,P,0.8450200000000001,0.13127563368729167
730,650.0,0 days 01:30:00,C,1.4814500000000002,0.3645135457016652
731,650.0,0 days 01:30:00,P,0.9165571428571428,0.13679793927715506
732,650.0,0 days 04:30:00,C,0.34203333333333336,0.5578086290715362
733,650.0,0 days 04:30:00,P,0.48711666666666664,0.0772152703227444
734,650.0,1 days 00:30:00,P,0.2755,0.09375322216684966
735,650.0,1 days 04:30:00,C,0.04636,0.10366411143689026
736,650.0,1 days 04:30:00,P,0.2622361111111111,0.06702365106130298
737,650.0,2 days 00:30:00,P,0.20756666666666668,0.03882611310475889
738,650.0,2 days 04:30:00,C,0.1867,0.1388561125770126
739,650.0,2 days 04:30:00,P,0.21364074074074074,0.03867485418990953
740,650.0,5 days 00:30:00,P,0.15536551724137931,0.030094307433491098
741,650.0,5 days 04:30:00,P,0.15482045454545454,0.0251130798824822
742,650.0,6 days 00:00:00,C,0.12966666666666668,0.11329257110096261
743,650.0,6 days 00:00:00,P,0.15902340425531916,0.0375478779158716
744,650.0,6 days 04:30:00,C,0.1018,0.09079273098657183
745,650.0,6 days 04:30:00,P,0.14910344827586205,0.02464025351257459
746,700.0,0 days 00:45:00,C,0.0,
747,700.0,0 days 00:45:00,P,1.013625,0.08231591077468961
748,700.0,0 days 01:00:00,P,1.07945,0.22012789691449838
749,700.0,0 days 01:30:00,C,1.3789,
750,700.0,0 days 01:30:00,P,0.8888333333333334,0.11869417284208471
751,700.0,0 days 04:30:00,C,0.0,0.0
752,700.0,0 days 04:30:00,P,0.5602961538461538,0.10076733391638079
753,700.0,1 days 00:30:00,P,0.28601666666666664,0.10572073705013718
754,700.0,1 days 04:30:00,C,0.3338,0.4720644871201391
755,700.0,1 days 04:30:00,P,0.2789379310344828,0.07544288953427479
756,700.0,2 days 00:30:00,C,0.0,0.0
757,700.0,2 days 00:30:00,P,0.21035,0.03927582256420912
758,700.0,2 days 04:30:00,C,0.071975,0.14395
759,700.0,2 days 04:30:00,P,0.22617755102040815,0.05859023050427623
760,700.0,5 days 00:30:00,C,0.06695,0.0946815980008787
761,700.0,5 days 00:30:00,P,0.167178125,0.03404528989615013
762,700.0,5 days 04:30:00,P,0.161998,0.02983456761023687
763,700.0,6 days 00:00:00,C,0.2078,
764,700.0,6 days 00:00:00,P,0.15013939393939393,0.021633494565631597
765,700.0,6 days 04:30:00,C,0.12255,0.17331187206882281
766,700.0,6 days 04:30:00,P,0.16036923076923076,0.03516634163103134
767,750.0,0 days 00:45:00,C,0.93535,1.3227846555656746
768,750.0,0 days 00:45:00,P,1.244675,0.22424741358597658
769,750.0,0 days 01:00:00,C,0.61835,0.8744789562934033
770,750.0,0 days 01:00:00,P,1.1184833333333335,0.18351102873306188
771,750.0,0 days 01:30:00,C,0.0,
772,750.0,0 days 01:30:00,P,0.9496,0.2346659043548224
773,750.0,0 days 04:30:00,C,0.37095,0.5246025209622996
774,750.0,0 days 04:30:00,P,0.568025,0.10338111847864069
775,750.0,1 days 00:30:00,C,0.13385,0.18929248532363877
776,750.0,1 days 00:30:00,P,0.28023846153846155,0.10376898652344334
777,750.0,1 days 04:30:00,C,0.0,0.0
778,750.0,1 days 04:30:00,P,0.28047272727272726,0.07763158526207638
779,750.0,2 days 00:30:00,P,0.23376666666666665,0.04903397381648048
780,750.0,2 days 04:30:00,C,0.0,0.0
781,750.0,2 days 04:30:00,P,0.22435,0.03459288499543933
782,750.0,5 days 00:30:00,P,0.16515454545454544,0.030459414484456708
783,750.0,5 days 04:30:00,C,0.0756,0.10691454531540599
784,750.0,5 days 04:30:00,P,0.16437142857142858,0.02341528625176512
785,750.0,6 days 00:00:00,C,0.2536,
786,750.0,6 days 00:00:00,P,0.17063684210526314,0.038602957603066194
787,750.0,6 days 04:30:00,C,0.2894,
788,750.0,6 days 04:30:00,P,0.15653636363636364,0.02503014081582527
789,800.0,0 days 00:45:00,C,0.9122,1.2900456115967374
790,800.0,0 days 00:45:00,P,1.3620333333333334,0.2057366828416038
791,800.0,0 days 01:00:00,C,0.85125,1.2038492949700972
792,800.0,0 days 01:00:00,P,1.4298,0.18892826681044836
793,800.0,0 days 01:30:00,P,0.9305714285714286,0.15508859526397284
794,800.0,0 days 04:30:00,C,0.0,
795,800.0,0 days 04:30:00,P,0.6151846153846153,0.10300526561098586
796,800.0,1 days 00:30:00,C,0.18805,0.2659428604042605
797,800.0,1 days 00:30:00,P,0.26622,0.019980034478893616
798,800.0,1 days 04:30:00,C,0.26854,0.36771906124105125
799,800.0,1 days 04:30:00,P,0.31463529411764707,0.08875695705954878
800,800.0,2 days 00:30:00,P,0.24440000000000003,0.04003898100601464
801,800.0,2 days 04:30:00,C,0.1375333333333333,0.12121391559277893
802,800.0,2 days 04:30:00,P,0.24286097560975609,0.05918523413001245
803,800.0,5 days 00:30:00,C,0.1515,
804,800.0,5 days 00:30:00,P,0.17989444444444447,0.03571839980972441
805,800.0,5 days 04:30:00,C,0.184,0.26021529547664946
806,800.0,5 days 04:30:00,P,0.17555757575757577,0.03048180840992532
807,800.0,6 days 00:00:00,C,0.07745,0.10953084040579622
