,_id_option,成交日期_option,商品代號_option,履約價格,到期月份(週別)_option,買賣權別,時間,選擇權_開盤價,選擇權_收盤價,選擇權_最高價,選擇權_最低價,選擇權_成交量,_id_future,商品代號_future,到期月份(週別)_future,期貨_開盤價,期貨_收盤價,期貨_最高價,期貨_最低價,期貨_成交量,成交日期_future,_id,分鐘時間,指數_開盤價,指數_收盤價,指數_最高價,指數_最低價,到期月份(週別),結算日,差異,整天數,時間代碼_x,vix,時間代碼_y,公債,T,參考s,bs_price,delta,gamma,vega,rho,theta,iv,價平差距,價平檔位
1801623,66c71cf03cc6062245a7b257,20240612,TX2,21350.0,202406W2,P,2024-06-12 08:45:00,1.1,1.1,1.1,1.1,2.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,7.808261665437355e-05,-3.5e-06,2e-07,0.0100907,-6.03e-05,-1.1390358870779362,0.3636,482.0,500.0
1801624,66c71cf03cc6062245a79e59,20240612,TX2,20300.0,202406W2,P,2024-06-12 08:45:00,0.2,0.2,0.2,0.2,4.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,6.539756479322153e-48,0.0,0.0,0.0,-0.0,-9.030253201883156e-43,0.8674,1532.0,1550.0
1801625,66c71cf03cc6062245a79dcb,20240612,TX2,20200.0,202406W2,P,2024-06-12 08:45:00,0.2,0.2,0.2,0.2,6.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,1.726405748530331e-54,0.0,0.0,0.0,-0.0,-2.713904020787882e-49,0.9212,1632.0,1650.0
1801626,66c71cf03cc6062245a7ceb7,20240612,TX2,21700.0,202406W2,P,2024-06-12 08:45:00,14.0,11.0,14.0,10.5,96.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,5.808912064068863,-0.1104422,0.0017364,115.3783024,-1.898259,-12999.077642011975,0.2167,132.0,150.0
1801627,66c71cf03cc6062245a7b777,20240612,TX2,21450.0,202406W2,P,2024-06-12 08:45:00,1.1,1.1,1.1,1.1,2.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,0.005130181168111925,-0.00019,6.7e-06,0.441912,-0.0032614,-49.87012537903101,0.2972,382.0,400.0
1801628,66c71cf03cc6062245a79edd,20240612,TX2,20400.0,202406W2,P,2024-06-12 08:45:00,0.2,0.2,0.2,0.2,8.0,66c71dafb16f011d3691327a,TX,202406.0,21832.0,21832.0,21833.0,21828.0,328.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:45:00,0,20240612,0.1775,20240612,0.0161,0.0007853835978835978,21832.0,8.721866723746441e-42,0.0,0.0,0.0,-0.0,-1.0492777361475305e-36,0.8136,1432.0,1450.0
1801629,66c71cf03cc6062245a7fa70,20240612,TX2,22050.0,202406W2,C,2024-06-12 08:46:00,1.9,1.8,2.1,1.8,61.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,0.5162592637863099,0.0136166,0.0003217,21.2579084,0.2320083,-2415.4196225039072,0.2157,-241.0,-250.0
1801630,66c71cf03cc6062245a80ff2,20240612,TX2,22450.0,202406W2,C,2024-06-12 08:46:00,0.3,0.3,0.3,0.3,3.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,4.919226347662955e-08,0.0,0.0,1.02e-05,0.0,-0.0011592126366330756,0.3904,-641.0,-650.0
1801631,66c71cf03cc6062245a80d18,20240612,TX2,22350.0,202406W2,C,2024-06-12 08:46:00,0.5,0.5,0.5,0.5,9.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,8.417482124371822e-06,4e-07,0.0,0.0012866,7e-06,-0.14604301140113127,0.356,-541.0,-550.0
1801632,66c71cf03cc6062245a806a9,20240612,TX2,22200.0,202406W2,C,2024-06-12 08:46:00,0.6,0.6,0.6,0.6,2.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,0.004711136723192677,0.0001761,6.2e-06,0.410592,0.0030027,-46.6229015671655,0.2747,-391.0,-400.0
1801633,66c71cf03cc6062245a7ff4b,20240612,TX2,22100.0,202406W2,C,2024-06-12 08:46:00,1.7,1.6,1.7,1.6,404.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,0.1287700502555964,0.0038575,0.0001059,6.9969928,0.0657403,-794.8113745847461,0.2468,-291.0,-300.0
1801634,66c71cf03cc6062245a7f663,20240612,TX2,22000.0,202406W2,P,2024-06-12 08:46:00,175.0,187.0,187.0,175.0,6.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,192.46691764720163,-0.9600261,0.0007953,52.5482601,-16.536673,-5618.784916959436,0.0,-191.0,-200.0
1801635,66c71cf03cc6062245a7e07f,20240612,TX2,21850.0,202406W2,C,2024-06-12 08:46:00,46.5,37.5,46.5,34.0,297.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,25.898289830917747,0.3544935,0.003436,227.026659,6.0303443,-25868.877679336616,0.2278,-41.0,-50.0
1801636,66c71cf03cc6062245a7efd9,20240612,TX2,21950.0,202406W2,P,2024-06-12 08:46:00,130.0,140.0,142.0,129.0,58.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,145.71983522237133,-0.9019561,0.0015973,105.5384518,-15.5089294,-11649.01510696919,0.0,-141.0,-150.0
1801637,66c71cf03cc6062245a7ee32,20240612,TX2,21950.0,202406W2,C,2024-06-12 08:46:00,14.0,9.5,14.0,9.5,213.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,4.996410254597322,0.0980439,0.0015973,105.5384518,1.6695358,-12002.40565411117,0.2143,-141.0,-150.0
1801638,66c71cf03cc6062245a7e97f,20240612,TX2,21900.0,202406W2,P,2024-06-12 08:46:00,95.0,105.0,105.0,94.0,229.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,102.96142141731616,-0.7977249,0.0026028,171.9722544,-13.6964129,-19219.894898500846,0.1891,-91.0,-100.0
1801639,66c71cf03cc6062245a7e78f,20240612,TX2,21900.0,202406W2,C,2024-06-12 08:46:00,25.0,19.5,25.0,19.0,268.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,12.237366438077515,0.2022751,0.0026028,171.9722544,3.4429214,-19572.48045578601,0.2171,-91.0,-100.0
1801640,66c71cf03cc6062245a7e29e,20240612,TX2,21850.0,202406W2,P,2024-06-12 08:46:00,60.0,68.0,70.0,58.0,345.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,66.62297482162103,-0.6455065,0.003436,227.026659,-11.0698591,-25517.097111908264,0.1836,-41.0,-50.0
1801641,66c71cf03cc6062245a7d9a5,20240612,TX2,21800.0,202406W2,C,2024-06-12 08:46:00,72.0,63.0,76.0,62.0,253.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,47.99027684384055,0.5351186,0.0036695,242.4579383,9.0960221,-27681.851012950578,0.2393,9.0,50.0
1801642,66c71cf03cc6062245a8034e,20240612,TX2,22150.0,202406W2,C,2024-06-12 08:46:00,0.7,0.7,0.7,0.7,3.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,0.02693980110164418,0.0009061,2.84e-05,1.8764633,0.0154446,-213.1086584411575,0.2492,-341.0,-350.0
1801643,66c71cf03cc6062245a7dbda,20240612,TX2,21800.0,202406W2,P,2024-06-12 08:46:00,35.0,44.5,44.5,35.0,385.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,38.715591846008465,-0.4648814,0.0036695,242.4579383,-7.9650504,-27330.875435379043,0.2013,9.0,50.0
1801644,66c71cf03cc6062245a7f4d8,20240612,TX2,22000.0,202406W2,C,2024-06-12 08:46:00,5.7,4.4,5.7,4.0,143.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,1.7441226908888439,0.0399739,0.0007953,52.5482601,0.6809231,-5972.980453958233,0.2156,-191.0,-200.0
1801645,66c71cf03cc6062245a7d4e1,20240612,TX2,21750.0,202406W2,P,2024-06-12 08:46:00,20.5,26.5,29.0,20.5,340.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,19.830713969604403,-0.2909668,0.0031658,209.1712517,-4.9818378,-23617.534978717336,0.2087,59.0,100.0
1801646,66c71cf03cc6062245a79ede,20240612,TX2,20400.0,202406W2,P,2024-06-12 08:46:00,0.2,0.2,0.2,0.2,600.0,66c71dafb16f011d3691327b,TX,202406.0,21831.0,21809.0,21831.0,21805.0,1173.0,2024-06-12,,,,,,,202406W2,2024-06-12 13:30:00,0 days 04:44:00,0,20240612,0.1775,20240612,0.0161,0.0007826278659611993,21809.0,1.1460877607262305e-40,0.0,0.0,0.0,-0.0,-1.3462975060786396e-35,0.8035,1409.0,1450.0
